ngram,count,per_million
in this paper we,1038,369.3
search hub toc for,854,303.8
hub toc for this,854,303.8
toc for this manuscript,854,303.8
for this manuscript interspeech,821,292.1
this manuscript interspeech abstract,821,292.1
manuscript interspeech abstract cards,821,292.1
http dx doi org,797,283.6
dx doi org interspeech,795,282.8
interspeech abstract cards page,776,276.1
the performance of the,418,148.7
abstract cards page view,411,146.2
cards page view manuscript,411,146.2
in this work we,386,137.3
on the other hand,340,121.0
automatic speech recognition asr,333,118.5
copyright isca http dx,327,116.3
isca http dx doi,327,116.3
interspeech detailed author index,322,114.6
in the case of,295,105.0
in this study we,252,89.7
as well as the,243,86.5
detailed author index page,233,82.9
in the context of,217,77.2
can be used to,214,76.1
this paper we propose,204,72.6
in this section we,196,69.7
the output of the,191,68.0
on the development set,186,66.2
the total number of,185,65.8
with respect to the,183,65.1
as shown in figure,179,63.7
deep neural network dnn,177,63.0
of the proposed method,170,60.5
is the number of,170,60.5
for each of the,169,60.1
interspeech table of contents,157,55.9
table of contents page,157,55.9
of the vocal tract,155,55.1
the results of the,153,54.4
are shown in table,153,54.4
in terms of the,150,53.4
search interspeech detailed author,150,53.4
is organized as follows,150,53.4
it can be seen,146,51.9
paper is organized as,146,51.9
is based on the,142,50.5
at the same time,139,49.5
the rest of the,139,49.5
can be found in,138,49.1
it is possible to,133,47.3
results show that the,133,47.3
word error rate wer,132,47.0
of this paper is,132,47.0
is shown in figure,132,47.0
the size of the,131,46.6
performance of the proposed,127,45.2
show that the proposed,121,43.0
the duration of the,120,42.7
gaussian mixture model gmm,119,42.3
deep neural networks dnns,119,42.3
can be seen that,119,42.3
on the basis of,117,41.6
in addition to the,117,41.6
as can be seen,117,41.6
the quality of the,116,41.3
the proposed method is,112,39.8
we would like to,110,39.1
university of southern california,109,38.8
have been shown to,109,38.8
e- e- e- e-,109,38.8
of southern california usa,108,38.4
in the present study,108,38.4
nist speaker recognition evaluation,108,38.4
statistical parametric speech synthesis,107,38.1
that the proposed method,107,38.1
the end of the,107,38.1
on the test set,106,37.7
long short-term memory lstm,106,37.7
the effectiveness of the,106,37.7
we can see that,106,37.7
the fact that the,105,37.4
shown in figure the,105,37.4
this paper we present,104,37.0
has been shown to,104,37.0
the length of the,104,37.0
this work was supported,104,37.0
as shown in table,104,37.0
convolutional neural network cnn,103,36.6
in this paper the,102,36.3
work was supported by,102,36.3
the parameters of the,101,35.9
is one of the,100,35.6
in the presence of,100,35.6
university of texas at,98,34.9
can be seen in,97,34.5
would like to thank,97,34.5
in the form of,96,34.2
been shown to be,95,33.8
of the number of,94,33.4
the distribution of the,94,33.4
recurrent neural network rnn,93,33.1
in the training data,93,33.1
it is important to,92,32.7
was supported by the,92,32.7
experimental results show that,90,32.0
in the training set,90,32.0
state of the art,89,31.7
and the number of,89,31.7
as described in section,89,31.7
page wed-p- page wed-p-,88,31.3
at the end of,87,31.0
results are shown in,87,31.0
are shown in figure,87,31.0
