word,count,per_million
speech,22348,7951.0
data,10305,3666.3
features,9509,3383.1
training,8783,3124.8
speaker,7715,2744.8
system,7521,2675.8
acoustic,6531,2323.6
set,6061,2156.4
models,5762,2050.0
language,5639,2006.2
performance,5530,1967.5
feature,5271,1875.3
figure,5261,1871.8
different,5110,1818.0
recognition,5045,1794.9
time,5026,1788.2
word,4715,1677.5
speakers,4576,1628.1
network,4268,1518.5
test,4263,1516.7
neural,3991,1419.9
number,3896,1386.1
information,3863,1374.4
systems,3720,1323.5
learning,3621,1288.3
noise,3584,1275.1
input,3525,1254.1
trained,3517,1251.3
words,3500,1245.2
layer,3414,1214.6
voice,3395,1207.9
work,3355,1193.6
dnn,3327,1183.7
analysis,3296,1172.7
signal,3282,1167.7
page,3188,1134.2
output,3124,1111.5
corpus,3101,1103.3
however,3024,1075.9
task,2987,1062.7
rate,2956,1051.7
target,2953,1050.6
asr,2927,1041.4
experiments,2855,1015.8
university,2850,1014.0
study,2808,999.0
utterances,2806,998.3
evaluation,2791,993.0
duration,2776,987.6
frequency,2760,982.0
function,2720,967.7
while,2712,964.9
abstract,2621,932.5
audio,2588,920.8
mean,2543,904.7
deep,2520,896.6
parameters,2489,885.5
baseline,2478,881.6
interspeech,2467,877.7
obtained,2343,833.6
methods,2318,824.7
error,2274,809.0
vowel,2269,807.3
better,2267,806.6
sequence,2256,802.6
networks,2249,800.2
search,2243,798.0
lstm,2223,790.9
compared,2215,788.1
utterance,2211,786.6
terms,2210,786.3
languages,2205,784.5
pitch,2203,783.8
values,2198,782.0
english,2165,770.3
hidden,2077,739.0
detection,2066,735.0
conditions,2027,721.2
frame,2020,718.7
vector,2017,717.6
well,2012,715.8
level,2011,715.5
similar,1970,700.9
layers,1952,694.5
accuracy,1952,694.5
order,1949,693.4
source,1921,683.5
algorithm,1912,680.3
automatic,1910,679.5
since,1874,666.7
quality,1870,665.3
new,1851,658.5
average,1842,655.3
best,1837,653.6
found,1821,647.9
modeling,1798,639.7
previous,1785,635.1
context,1784,634.7
cation,1769,629.4
high,1742,619.8
manuscript,1739,618.7
scores,1708,607.7
spectral,1701,605.2
prosodic,1696,603.4
across,1695,603.0
distribution,1682,598.4
size,1677,596.6
adaptation,1668,593.4
state,1666,592.7
score,1666,592.7
processing,1665,592.4
research,1660,590.6
development,1656,589.2
further,1642,584.2
effect,1639,583.1
standard,1638,582.8
index,1634,581.3
usa,1631,580.3
present,1618,575.7
example,1605,571.0
train,1604,570.7
