word,count,per_million
speech,31512,9464.5
models,14781,4439.4
data,13610,4087.7
performance,12435,3734.8
training,11698,3513.5
audio,10997,3302.9
speaker,10374,3115.8
dataset,8553,2568.9
while,7736,2323.5
asr,7535,2263.1
features,7516,2257.4
figure,6449,1936.9
set,6356,1909.0
different,5782,1736.6
language,5699,1711.7
across,5594,1680.1
speakers,5436,1632.7
loss,5359,1609.6
learning,5342,1604.5
text,5127,1539.9
test,5119,1537.5
information,5083,1526.7
encoder,4868,1462.1
methods,4751,1427.0
evaluation,4679,1405.3
acoustic,4674,1403.8
trained,4665,1401.1
recognition,4472,1343.2
feature,4459,1339.2
datasets,4414,1325.7
system,4352,1307.1
input,4202,1262.1
task,4160,1249.4
however,4106,1233.2
work,4067,1221.5
samples,4010,1204.4
systems,3946,1185.2
tasks,3943,1184.3
accuracy,3793,1139.2
rate,3781,1135.6
voice,3661,1099.6
study,3660,1099.3
noise,3626,1089.1
number,3599,1081.0
layer,3518,1056.6
target,3492,1048.8
quality,3449,1035.9
time,3417,1026.3
baseline,3391,1018.5
embeddings,3350,1006.2
compared,3319,996.9
wer,3288,987.5
analysis,3238,972.5
score,3200,961.1
experiments,3177,954.2
classification,3163,950.0
size,3124,938.3
further,3109,933.8
detection,3076,923.9
languages,3007,903.1
representations,3006,902.8
word,2982,895.6
research,2946,884.8
output,2932,880.6
english,2931,880.3
scores,2887,867.1
layers,2879,864.7
significant,2806,842.8
emotion,2769,831.7
process,2743,823.9
tts,2737,822.1
embedding,2736,821.8
framework,2679,804.6
parameters,2604,782.1
words,2564,770.1
tokens,2564,770.1
metrics,2554,767.1
processing,2545,764.4
error,2514,755.1
signal,2479,744.6
due,2465,740.4
without,2452,736.5
large,2427,728.9
whisper,2425,728.3
significantly,2391,718.1
attention,2320,696.8
https,2304,692.0
architecture,2301,691.1
network,2281,685.1
terms,2272,682.4
mean,2271,682.1
better,2267,680.9
average,2212,664.4
following,2195,659.3
original,2193,658.7
neural,2171,652.1
utterances,2171,652.1
similarity,2170,651.8
multiple,2155,647.2
fine-tuning,2155,647.2
duration,2136,641.5
representation,2133,640.6
approaches,2106,632.5
generated,2104,631.9
module,2102,631.3
vec,2091,628.0
pre-trained,2088,627.1
overall,2088,627.1
hours,2085,626.2
various,2085,626.2
similar,2084,625.9
wav,2080,624.7
frequency,2070,621.7
within,2056,617.5
function,2053,616.6
including,2049,615.4
best,2049,615.4
participants,2030,609.7
decoder,2019,606.4
conditions,2012,604.3
content,2010,603.7
corpus,2004,601.9
comparison,1988,597.1
pitch,1981,595.0
high,1980,594.7
values,1975,593.2
alignment,1970,591.7
studies,1951,586.0
source,1946,584.5
distribution,1946,584.5
higher,1942,583.3
prediction,1934,580.9
linear,1928,579.1
generation,1918,576.1
additionally,1910,573.7
context,1908,573.1
evaluate,1907,572.8
sound,1905,572.2
previous,1895,569.2
inference,1895,569.2
human,1868,561.0
train,1850,555.6
linguistic,1847,554.7
corresponding,1838,552.0
applied,1832,550.2
single,1828,549.0
recordings,1822,547.2
available,1813,544.5
temporal,1793,538.5
llm,1785,536.1
experimental,1775,533.1
propose,1774,532.8
challenge,1773,532.5
signals,1772,532.2
lower,1743,523.5
labels,1737,521.7
like,1711,513.9
interspeech,1707,512.7
prompt,1705,512.1
generate,1687,506.7
improve,1686,506.4
transformer,1678,504.0
standard,1671,501.9
specifically,1664,499.8
effectively,1664,499.8
semantic,1651,495.9
domain,1650,495.6
total,1649,495.3
differences,1640,492.6
well,1628,489.0
often,1626,488.4
objective,1603,481.5
sequence,1602,481.2
key,1598,480.0
effectiveness,1592,478.2
effective,1590,477.6
sets,1589,477.3
segments,1577,473.6
since,1568,470.9
achieves,1566,470.3
index,1561,468.8
transcription,1561,468.8
additional,1547,464.6
sample,1546,464.3
token,1546,464.3
capture,1509,453.2
emotional,1506,452.3
automatic,1502,451.1
ssl,1499,450.2
level,1497,449.6
address,1496,449.3
new,1489,447.2
final,1488,446.9
future,1477,443.6
enhance,1476,443.3
utterance,1471,441.8
fusion,1468,440.9
phoneme,1467,440.6
modeling,1458,437.9
impact,1457,437.6
strategy,1456,437.3
length,1454,436.7
reference,1454,436.7
limited,1454,436.7
patterns,1448,434.9
extracted,1448,434.9
effect,1436,431.3
computational,1434,430.7
multilingual,1433,430.4
selected,1432,430.1
even,1432,430.1
existing,1418,425.9
scenarios,1413,424.4
spoken,1406,422.3
stage,1404,421.7
phonetic,1400,420.5
noisy,1397,419.6
range,1393,418.4
vowel,1392,418.1
synthesis,1388,416.9
space,1387,416.6
block,1385,416.0
errors,1377,413.6
consists,1368,410.9
robust,1360,408.5
focus,1357,407.6
particularly,1352,406.1
synthetic,1350,405.5
follows,1345,404.0
obtained,1340,402.5
diverse,1335,401.0
specific,1318,395.9
recent,1317,395.6
characteristics,1314,394.7
improvement,1305,392.0
evaluated,1302,391.1
resulting,1300,390.5
development,1299,390.2
demonstrate,1296,389.3
introduce,1292,388.0
observed,1289,387.1
label,1288,386.8
gender,1287,386.5
challenges,1285,385.9
ability,1282,385.0
natural,1282,385.0
low,1281,384.7
conducted,1280,384.4
four,1278,383.8
types,1275,382.9
present,1272,382.0
visual,1270,381.4
decoding,1269,381.1
clean,1265,379.9
achieved,1264,379.6
intelligibility,1263,379.3
pairs,1263,379.3
base,1262,379.0
introduction,1260,378.4
vector,1255,376.9
provide,1252,376.0
represents,1249,375.1
llms,1244,373.6
extraction,1244,373.6
abstract,1241,372.7
validation,1237,371.5
several,1231,369.7
knowledge,1228,368.8
step,1225,367.9
example,1224,367.6
experiment,1223,367.3
multimodal,1223,367.3
techniques,1222,367.0
batch,1217,365.5
adaptation,1214,364.6
novel,1211,363.7
class,1206,362.2
enhancement,1204,361.6
frame,1203,361.3
contrast,1196,359.2
designed,1196,359.2
robustness,1187,356.5
random,1183,355.3
result,1176,353.2
khz,1173,352.3
less,1160,348.4
findings,1160,348.4
potential,1159,348.1
achieve,1156,347.2
steps,1155,346.9
finally,1152,346.0
applications,1150,345.4
directly,1145,343.9
frames,1143,343.3
settings,1143,343.3
com,1142,343.0
improved,1131,339.7
remains,1129,339.1
prosody,1126,338.2
deep,1125,337.9
although,1123,337.3
outputs,1121,336.7
hubert,1118,335.8
video,1113,334.3
