word,count,per_million
data,27465,3473.0
training,22882,2893.5
performance,22413,2834.2
speech,20539,2597.2
learning,18374,2323.4
models,17807,2251.7
different,17721,2240.9
set,16912,2138.6
methods,16497,2086.1
features,16494,2085.7
information,15738,1990.1
network,15590,1971.4
loss,15581,1970.2
dataset,14457,1828.1
feature,14185,1793.7
input,12827,1622.0
number,12255,1549.7
image,12111,1531.5
time,11731,1483.4
signal,11420,1444.1
university,10715,1354.9
audio,10459,1322.6
function,10080,1274.6
layer,9922,1254.7
work,9921,1254.5
problem,9592,1212.9
algorithm,9556,1208.4
while,9493,1200.4
target,9353,1182.7
noise,9002,1138.3
speaker,8843,1118.2
however,8777,1109.9
samples,8614,1089.3
encoder,8540,1079.9
experiments,8468,1070.8
matrix,8461,1069.9
test,8377,1059.3
size,8327,1053.0
task,8305,1050.2
output,8131,1028.2
parameters,8100,1024.3
attention,7948,1005.0
graph,7948,1005.0
system,7907,999.9
images,7907,999.9
accuracy,7850,992.6
datasets,7764,981.8
detection,7634,965.3
trained,7579,958.4
propose,7507,949.3
neural,7325,926.3
domain,7193,909.6
better,7144,903.4
module,7121,900.5
rate,7027,888.6
compared,6916,874.5
representation,6885,870.6
classification,6816,861.9
layers,6618,836.9
signals,6601,834.7
tasks,6448,815.4
framework,6290,795.4
distribution,6287,795.0
source,6230,787.8
terms,6098,771.1
following,6042,764.0
architecture,5843,738.9
baseline,5819,735.8
error,5776,730.4
since,5774,730.1
vector,5769,729.5
embedding,5740,725.8
evaluation,5732,724.8
corresponding,5728,724.3
estimation,5579,705.5
without,5558,702.8
networks,5510,696.7
asr,5432,686.9
further,5339,675.1
frequency,5290,668.9
similar,5237,662.2
best,5227,661.0
process,5220,660.1
space,5210,658.8
deep,5209,658.7
average,5206,658.3
representations,5163,652.9
transformer,5144,650.5
thus,5092,643.9
systems,5091,643.8
large,5061,640.0
text,5044,637.8
linear,4988,630.7
obtained,4960,627.2
original,4944,625.2
due,4901,619.7
quality,4888,618.1
processing,4883,617.5
values,4841,612.2
prediction,4820,609.5
figure,4797,606.6
channel,4760,601.9
local,4726,597.6
recognition,4700,594.3
multiple,4690,593.1
comparison,4674,591.0
train,4646,587.5
knowledge,4627,585.1
score,4627,585.1
sequence,4597,581.3
case,4595,581.0
sample,4561,576.7
value,4555,576.0
obtain,4532,573.1
language,4499,568.9
analysis,4495,568.4
previous,4492,568.0
new,4476,566.0
therefore,4451,562.8
mean,4433,560.6
study,4427,559.8
follows,4426,559.7
structure,4397,556.0
decoder,4378,553.6
block,4330,547.5
well,4266,539.4
acoustic,4260,538.7
log,4215,533.0
index,4211,532.5
generated,4205,531.7
random,4203,531.5
improve,4198,530.8
denotes,4189,529.7
