ngram,count,per_million
in proceedings of the,12940,1201.5
conference on computer vision,9137,848.4
proceedings of the ieee,7340,681.5
computer vision and pattern,6236,579.0
vision and pattern recognition,6233,578.7
on computer vision and,6164,572.3
of the ieee cvf,5426,503.8
ieee international conference on,4907,455.6
ieee cvf conference on,4306,399.8
cvf conference on computer,4306,399.8
and pattern recognition pp,4176,387.7
on acoustics speech and,4051,376.1
acoustics speech and signal,4050,376.0
speech and signal processing,4029,374.1
neural information processing systems,3960,367.7
conference on acoustics speech,3870,359.3
international conference on acoustics,3867,359.1
the ieee cvf conference,3821,354.8
in neural information processing,3547,329.3
and signal processing icassp,3508,325.7
advances in neural information,3504,325.3
in this paper we,2950,273.9
in international conference on,2519,233.9
information processing systems vol,2447,227.2
as shown in fig,2294,213.0
icassp ieee international conference,2135,198.2
proceedings of the th,2097,194.7
international conference on computer,2084,193.5
in icassp ieee international,2007,186.4
conference on machine learning,1891,175.6
international conference on machine,1867,173.4
in ieee international conference,1758,163.2
ieee conference on computer,1748,162.3
signal processing icassp ieee,1731,160.7
processing icassp ieee pp,1646,152.8
conference on artificial intelligence,1614,149.9
cvf international conference on,1536,142.6
ieee cvf international conference,1535,142.5
association for computational linguistics,1530,142.1
on computer vision pp,1512,140.4
international conference on learning,1459,135.5
conference on learning representations,1458,135.4
as shown in table,1402,130.2
the ieee cvf international,1346,125.0
intelligence vol no pp,1319,122.5
the ieee conference on,1312,121.8
aaai conference on artificial,1299,120.6
of the ieee conference,1292,120.0
processing systems vol pp,1254,116.4
processing vol no pp,1241,115.2
proceedings of the aaai,1231,114.3
in this work we,1225,113.7
of the aaai conference,1221,113.4
signal processing icassp pp,1221,113.4
the aaai conference on,1218,113.1
natural science foundation of,1203,111.7
and pattern recognition cvpr,1183,109.8
this paper we propose,1170,108.6
the effectiveness of our,1140,105.8
of science and technology,1111,103.2
the performance of the,1099,102.0
on audio speech and,1076,99.9
science foundation of china,1070,99.3
audio speech and language,1066,99.0
speech and language processing,1052,97.7
in this section we,1031,95.7
of the association for,1026,95.3
the association for computational,1026,95.3
the effectiveness of the,1025,95.2
university of science and,1020,94.7
transactions on audio speech,1003,93.1
chinese academy of sciences,995,92.4
is the number of,988,91.7
this work was supported,983,91.3
on artificial intelligence vol,981,91.1
th international conference on,967,89.8
acm international conference on,958,89.0
national natural science foundation,943,87.6
on machine learning pmlr,907,84.2
european conference on computer,907,84.2
