symbol,count,per_million_words,per_paper
paren (,291564,27071.8,87.87
colon :,132840,12334.2,40.04
"double_quote """,88737,8239.3,26.74
en_dash –,63571,5902.6,19.16
percent %,31189,2895.9,9.4
semicolon ;,23861,2215.5,7.19
em_dash — (Index Terms除く),5536,514.0,1.67
bullet •,5348,496.6,1.61
index_terms_template,3157,293.1,0.95
triple_hyphen ---,76,7.1,0.02
double_hyphen --,61,5.7,0.02
