ngram,count,per_million
in this paper we,1515,466.2
search hub toc for,976,300.3
hub toc for this,976,300.3
toc for this manuscript,976,300.3
for this manuscript interspeech,926,284.9
this manuscript interspeech abstract,926,284.9
manuscript interspeech abstract cards,926,284.9
http dx doi org,916,281.9
dx doi org interspeech,912,280.6
interspeech abstract cards page,858,264.0
in this work we,766,235.7
automatic speech recognition asr,586,180.3
abstract cards page view,486,149.5
cards page view manuscript,486,149.5
on the other hand,434,133.5
this paper we propose,432,132.9
the performance of the,418,128.6
interspeech detailed author index,407,125.2
copyright isca http dx,388,119.4
isca http dx doi,388,119.4
in this study we,327,100.6
detailed author index page,317,97.5
the output of the,313,96.3
in the case of,297,91.4
interspeech tu graz austria,289,88.9
as well as the,276,84.9
in this section we,272,83.7
is the number of,262,80.6
can be used to,260,80.0
as shown in figure,258,79.4
show that the proposed,250,76.9
results show that the,236,72.6
word error rate wer,235,72.3
in the context of,212,65.2
are shown in table,212,65.2
on the development set,209,64.3
the total number of,198,60.9
notes interspeech tu graz,194,59.7
voices from distance challenge,191,58.8
page view manuscript speech,189,58.2
is organized as follows,188,57.8
to the best of,187,57.5
the size of the,187,57.5
deep neural network dnn,186,57.2
interspeech table of contents,186,57.2
table of contents page,186,57.2
in the training set,184,56.6
paper is organized as,182,56.0
with respect to the,181,55.7
the results of the,177,54.5
the voices from distance,175,53.8
as shown in table,174,53.5
the best of our,173,53.2
best of our knowledge,173,53.2
the effectiveness of the,173,53.2
experimental results show that,167,51.4
search interspeech detailed author,167,51.4
this paper we present,166,51.1
speech recognition asr systems,165,50.8
we can see that,165,50.8
db db db db,164,50.5
improve the performance of,161,49.5
the quality of the,156,48.0
in addition to the,156,48.0
the rest of the,154,47.4
at the same time,153,47.1
is shown in figure,152,46.8
for each of the,151,46.5
that the proposed method,151,46.5
is based on the,149,45.8
it is possible to,149,45.8
of the proposed method,149,45.8
this work we propose,141,43.4
can be found in,141,43.4
the length of the,139,42.8
on the test set,136,41.8
of the target speaker,135,41.5
the number of speakers,135,41.5
johns hopkins university usa,134,41.2
the results show that,133,40.9
for speech emotion recognition,132,40.6
as shown in fig,128,39.4
chinese academy of sciences,126,38.8
for automatic speech recognition,126,38.8
abstract cards page speech,126,38.8
it can be seen,126,38.8
results are shown in,126,38.8
we would like to,125,38.5
convolutional neural network cnn,124,38.2
of the vocal tract,123,37.8
on the basis of,123,37.8
used to train the,122,37.5
is one of the,121,37.2
in terms of the,119,36.6
shown in figure the,119,36.6
equal error rate eer,117,36.0
academy of sciences china,116,35.7
in the training data,115,35.4
the number of parameters,115,35.4
the end of the,114,35.1
of this paper is,113,34.8
conclusions in this paper,113,34.8
of the training data,111,34.2
amount of training data,109,33.5
to improve the performance,109,33.5
this work was supported,108,33.2
organized as follows section,108,33.2
