word,count,per_million
speech,22465,7469.5
data,12835,4267.6
training,12577,4181.8
speaker,10680,3551.1
models,8713,2897.0
features,8495,2824.5
set,7795,2591.8
performance,7542,2507.7
system,6970,2317.5
different,6965,2315.8
network,6820,2267.6
figure,6205,2063.1
layer,6032,2005.6
input,5708,1897.9
learning,5511,1832.4
test,5437,1807.8
acoustic,5344,1776.9
asr,5264,1750.3
information,5199,1728.6
attention,5164,1717.0
trained,5142,1709.7
feature,4994,1660.5
audio,4875,1620.9
speakers,4854,1613.9
loss,4786,1591.3
number,4683,1557.1
dataset,4528,1505.5
output,4484,1490.9
language,4413,1467.3
task,4408,1465.6
recognition,4374,1454.3
neural,4283,1424.1
time,4244,1411.1
systems,4223,1404.1
work,4186,1391.8
baseline,4143,1377.5
layers,4047,1345.6
noise,3976,1322.0
encoder,3879,1289.7
target,3849,1279.8
rate,3723,1237.9
word,3567,1186.0
while,3554,1181.7
experiments,3485,1158.7
utterances,3404,1131.8
signal,3403,1131.5
size,3286,1092.6
methods,3263,1084.9
however,3239,1077.0
embedding,3199,1063.7
evaluation,3071,1021.1
accuracy,2998,996.8
better,2988,993.5
architecture,2982,991.5
parameters,2964,985.5
function,2914,968.9
sequence,2844,945.6
voice,2764,919.0
words,2653,882.1
corpus,2639,877.5
compared,2625,872.8
text,2618,870.5
best,2610,867.8
samples,2564,852.5
train,2554,849.2
classification,2537,843.5
utterance,2516,836.6
decoder,2511,834.9
quality,2486,826.6
representation,2459,817.6
domain,2453,815.6
score,2452,815.3
tasks,2391,795.0
similar,2352,782.0
source,2331,775.0
terms,2318,770.7
deep,2309,767.7
mean,2273,755.8
scores,2267,753.8
study,2243,745.8
error,2233,742.5
vector,2212,735.5
networks,2190,728.2
embeddings,2181,725.2
further,2167,720.5
context,2165,719.9
without,2160,718.2
obtained,2156,716.9
well,2133,709.2
lstm,2101,698.6
frequency,2069,687.9
analysis,2058,684.3
applied,2021,672.0
average,2021,672.0
detection,2013,669.3
wer,2011,668.6
tts,2004,666.3
frame,1973,656.0
english,1939,644.7
length,1932,642.4
representations,1931,642.0
previous,1927,640.7
transformer,1910,635.1
level,1901,632.1
languages,1855,616.8
order,1849,614.8
since,1843,612.8
frames,1827,607.5
improve,1822,605.8
duration,1821,605.5
original,1821,605.5
datasets,1817,604.1
convolutional,1792,595.8
values,1787,594.2
prediction,1786,593.8
linear,1781,592.2
following,1772,589.2
approaches,1764,586.5
signals,1755,583.5
noisy,1752,582.5
single,1749,581.5
cnn,1742,579.2
large,1727,574.2
corresponding,1726,573.9
emotion,1723,572.9
problem,1705,566.9
hidden,1699,564.9
process,1695,563.6
generated,1690,561.9
distribution,1690,561.9
new,1682,559.3
experimental,1678,557.9
due,1676,557.3
high,1662,552.6
processing,1646,547.3
framework,1637,544.3
propose,1624,540.0
research,1610,535.3
across,1610,535.3
step,1609,535.0
challenge,1591,529.0
higher,1586,527.3
block,1583,526.3
extracted,1580,525.3
multiple,1571,522.4
found,1553,516.4
end-to-end,1548,514.7
sets,1543,513.0
adversarial,1543,513.0
comparison,1542,512.7
standard,1535,510.4
temporal,1532,509.4
algorithm,1528,508.1
effect,1520,505.4
clean,1519,505.1
thus,1513,503.1
value,1512,502.7
consists,1509,501.7
conditions,1505,500.4
index,1492,496.1
spectral,1485,493.8
experiment,1481,492.4
result,1478,491.4
because,1472,489.4
log,1471,489.1
labels,1470,488.8
fusion,1461,485.8
modeling,1460,485.4
improvement,1460,485.4
enhancement,1454,483.4
total,1433,476.5
example,1428,474.8
structure,1422,472.8
therefore,1421,472.5
case,1417,471.1
see,1411,469.2
final,1408,468.2
significant,1406,467.5
adaptation,1390,462.2
lower,1378,458.2
objective,1377,457.8
development,1374,456.8
space,1372,456.2
convolution,1372,456.2
available,1371,455.9
synthesis,1355,450.5
segments,1352,449.5
units,1347,447.9
label,1341,445.9
module,1340,445.5
generate,1337,444.5
relative,1335,443.9
part,1327,441.2
four,1325,440.6
finally,1315,437.2
significantly,1305,433.9
low,1297,431.2
augmentation,1296,430.9
similarity,1291,429.3
human,1287,427.9
recordings,1279,425.3
presented,1275,423.9
matrix,1275,423.9
additional,1264,420.3
contains,1263,419.9
learn,1260,418.9
various,1256,417.6
several,1256,417.6
phoneme,1249,415.3
outputs,1249,415.3
mask,1248,415.0
automatic,1246,414.3
evaluate,1246,414.3
including,1244,413.6
sound,1244,413.6
small,1237,411.3
sample,1236,411.0
dnn,1233,410.0
knowledge,1222,406.3
reference,1220,405.6
present,1218,405.0
mechanism,1218,405.0
separation,1217,404.6
many,1212,403.0
future,1212,403.0
decoding,1212,403.0
even,1212,403.0
computed,1209,402.0
difference,1205,400.7
sentences,1203,400.0
interspeech,1199,398.7
dimension,1192,396.3
participants,1191,396.0
org,1183,393.3
probability,1183,393.3
overall,1176,391.0
studies,1176,391.0
softmax,1168,388.4
sentence,1166,387.7
described,1164,387.0
conv,1163,386.7
mandarin,1161,386.0
hours,1156,384.4
addition,1146,381.0
pitch,1143,380.0
compare,1142,379.7
spectrogram,1141,379.4
weight,1140,379.0
performed,1140,379.0
http,1138,378.4
perform,1138,378.4
follows,1136,377.7
phase,1136,377.7
verification,1135,377.4
introduction,1134,377.0
segment,1133,376.7
obtain,1127,374.7
memory,1123,373.4
pooling,1122,373.1
alignment,1121,372.7
state,1118,371.7
possible,1117,371.4
vectors,1112,369.7
out,1111,369.4
like,1107,368.1
weights,1107,368.1
uses,1100,365.7
range,1097,364.7
observed,1095,364.1
parameter,1095,364.1
spoken,1094,363.8
note,1090,362.4
random,1089,362.1
achieved,1085,360.8
stage,1081,359.4
natural,1081,359.4
abstract,1074,357.1
followed,1074,357.1
less,1073,356.8
class,1072,356.4
related,1061,352.8
filter,1059,352.1
isca,1057,351.4
within,1057,351.4
ctc,1057,351.4
real,1055,350.8
classifier,1048,348.5
window,1047,348.1
another,1045,347.5
conversion,1045,347.5
copyright,1043,346.8
doi,1041,346.1
image,1040,345.8
selected,1039,345.5
tone,1038,345.1
dimensional,1034,343.8
types,1028,341.8
important,1024,340.5
