structure,count
INTRODUCTION > PPRLM SYSTEM DESCRIPTIONS > EXPERIMENTAL SETUP AND RESULTS > CONCLUSION,2
INTRODUCTION > SPARSE AND LOW RANK LANGUAGE MODELS > LANGUAGE MODELING EXPERIMENTS > CONCLUSIONS > ACKNOWLEDGEMENTS,2
INTRODUCTION > ACOUSTIC DATA DRIVEN G2P CONVERSION > EXPERIMENTAL SETUP > PRONUNCIATION ERROR ANALYSIS > ASR PERFORMANCE ANALYSIS > SUMMARY AND DISCUSSION > ACKNOWLEDGEMENTS,2
INTRODUCTION > DATA > ANALYSIS > RESULTS,2
INTRODUCTION > LOW-DELAY VOICE CONVERSION BASED ON > IMPLEMENTATION OF REAL-TIME VOICE > EXPERIMENTAL EVALUATIONS > CONCLUSIONS,2
INTRODUCTION > METHODS > IMAGE SEGMENTATION AND ANALYSIS > RESULTS,2
INTRODUCTION > METHOD > RESULTS > SUMMARY AND FUTURE WORK > ACKNOWLEDGMENTS,2
INTRODUCTION > THE DATABASE > METHODOLOGY > RESULTS,2
INTRODUCTION > SPEECH THERAPY TASK DOMAIN > SUBSPACE GAUSSIAN MIXTURE MODEL > A STATE PROJECTION BASED PV SCENARIO > EXPERIMENTAL STUDY > CONCLUSIONS,2
INTRODUCTION > MATERIAL > AUTOMATIC ANNOTATION > RESULTS,2
INTRODUCTION > FEATURES > DATASET > EXPERIMENTAL RESULTS,2
INTRODUCTION > ROBUST DATA-DRIVEN KEYWORD SELECTION > WORD CLUSTERS FOR KEYWORD EXPANSION > CONFUSION NETWORKS FOR EVENT DETECTION > SYSTEM DESCRIPTION > EXPERIMENTAL RESULTS > CONCLUSIONS,2
INTRODUCTION > CATALOG-BASED SEPARATION WITH SPEECH > EXPERIMENTAL RESULTS,2
INTRODUCTION > PROBLEM FORMULATION > MODELS > DATA > RESULTS > DISCUSSION > RELATED WORK,2
INTRODUCTION > SPEAKER SEGMENTATION > DISTANCE > RESULTS AND DISCUSSION,2
INTRODUCTION > MATERIAL AND HUMAN ASSESSMENT > FEATURES > MODELLING AND FUSION > RESULTS > DISCUSSION > ACKNOWLEDGMENTS,2
INTRODUCTION > EXPERIMENTAL DESIGN > ANALYSIS OF ACOUSTIC-PROSODIC FEATURES,2
INTRODUCTION > BACKGROUND > DATA > AUTOMATIC TRANSCRIPTION > STORY ELEMENT FEATURE EXTRACTION > AUTOMATIC CLASSIFICATION > CONCLUSIONS > ACKNOWLEDGEMENTS,2
INTRODUCTION > DATABASES > EXPERIMENTAL SETUP > RESULTS > CONCLUSIONS,2
INTRODUCTION > METHOD > RESULTS AND DISCUSSION > DISCUSSION > ACKNOWLEDGEMENTS,2
INTRODUCTION > CHALLENGE CORPORA > CHALLENGE FEATURES > CHALLENGE BASELINES > CONCLUSION,2
INTRODUCTION > BACKGROUND > RESULTS > DISCUSSION > ACKNOWLEDGEMENTS,2
INTRODUCTION > DATASET > TASK SETUP > BAG-OF-AUDIO-WORDS AND MODEL CHOICES > RESULTS AND ANALYSIS,2
INTRODUCTION > METHODS > RESULTS > CONCLUSION > ACKNOWLEDGEMENTS,2
INTRODUCTION > THE TEVOID CORPUS > RESULTS > DISCUSSION AND CONCLUSIONS > ACKNOWLEDGEMENTS,2
INTRODUCTION > CAPABILITIES > CONCLUSION AND FUTURE WORK,2
INTRODUCTION > METHOD > RESULTS AND ANALYSIS,2
"INTRODUCTION > ACCENT ADAPTATION > EXPERIMENT SETUP - SPEECH CORPUS, > BASELINE SYSTEMS > ACCENT ADAPTATION EXPERIMENTS",2
INTRODUCTION > METHODS > RESULTS AND DISCUSSION > CONCLUSION > ACKNOWLEDGEMENTS,2
INTRODUCTION > DEEP LEARNING FOR MT > EXPERIMENTS AND RESULTS > CONCLUSION,2
INTRODUCTION > PROPOSED METHOD > EXPERIMENTAL SETUP > RESULTS AND DISCUSSION > CONCLUSIONS,2
INTRODUCTION > EXPERIMENT > GENERAL DISCUSSION > ACKNOWLEDGEMENTS,2
INTRODUCTION > DATA ACQUISITION AND PREPARATION > RESULTS > OUTLOOK,2
INTRODUCTION > ACOUSTIC MODELING > SPEAKER ADAPTATION > VOICE RECONSTRUCTION > AVERAGE VOICE MODELS > EXPERIMENT,2
INTRODUCTION > THE PERCEPTRON ALGORITHM > FEATURES > EXPERIMENTAL RESULTS > CONCLUDING REMARKS,2
INTRODUCTION > METHOD > RESULTS > GENERAL DISCUSSION > CONCLUSIONS > ACKNOWLEDGEMENTS,2
INTRODUCTION > SPEAKER VERIFICATION BASED ON SVM > GMM COMPONENT DENSITY CLUSTERING > EXPERIMENTS AND RESULTS > CONCLUSION,2
INTRODUCTION > DATA > INTERVAL DURATION > DEGREE-OF-OVERLAP DYNAMICS > ABLATION OF SPEECH BY DIALOG ACT TYPE > DISCUSSION > CONCLUSIONS > ACKNOWLEDGEMENTS,2
INTRODUCTION > STRESS DETECTION > RECOGNITION SYSTEM > MATERIALS > RESULTS AND DISCUSSION,2
INTRODUCTION > LANGUAGE VERIFICATION WITH SVMS > EXPERIMENTS > CONCLUSIONS,2
INTRODUCTION > AUDITORY-INSPIRED SPECTRAL WEIGHTING > RESULTS > CONCLUSION,2
INTRODUCTION > DATA > FEATURES > EXPERIMENTS AND RESULTS > CONCLUSIONS AND FUTURE WORK > ACKNOWLEDGEMENTS,2
INTRODUCTION > BASIC NOTATIONS > BIVARIATE GAMMA MODEL > EXPERIMENTAL RESULTS > CONCLUSIONS,2
INTRODUCTION > METHODOLOGY > RESULTS,2
INTRODUCTION > DESCRIPTION OF MMC > CONCLUSION,2
INTRODUCTION > RESEARCH METHODOLOGY > ANALYSES RESULTS AND DISCUSSIONS > CONCLUSION AND FUTURE WORKS > ACKNOWLEDGMENT,2
INTRODUCTION > LANDMARKS REFLECT ARTICULATION > SYLLABIC CLUSTER ANALYSIS > FUTURE PLANS > CONCLUSION > ACKNOWLEDGEMENTS,2
INTRODUCTION > METHODS > EXPERIMENTS AND RESULTS > DISCUSSION AND CONCLUSIONS,2
INTRODUCTION > TRADITIONAL FRAMEWORK > RICH CONTEXT MODELING > PARAMETER GENERATION METHOD USING > EXPERIMENTAL EVALUATIONS > CONCLUSIONS,2
INTRODUCTION > RELATED WORK > INCREMENTAL SPEECH SYNTHESIS > INCREMENTALIZED PROSODIC PROCESSING > EXPERIMENT > CONCLUSIONS,2
INTRODUCTION > SINUSOIDAL FEATURES FOR SOURCE > PROPOSED APPROACH > EXPERIMENTAL RESULTS > DISCUSSIONS AND FUTURE WORK,2
INTRODUCTION > BACKGROUND > METHOD > RESULTS AND DISCUSSION > CONCLUSIONS,2
INTRODUCTION > SPEECH PRODUCTION EXPERIMENT > SPEECH PERCEPTION EXPERIMENT,2
INTRODUCTION > TWEET FILTERING AND ANALYSIS > NORMALIZING TWEETS > LANGUAGE MODEL > EXPERIMENT > SUMMARY > ACKNOWLEDGMENTS,2
INTRODUCTION > DATA > SYSTEMS,2
INTRODUCTION > ANNOTATING AND EVALUATING PUNCTUATION > SENTENCE BOUNDARY DETECTION SYSTEM > EXPERIMENTATION > SUMMARY AND FUTURE WORK,2
INTRODUCTION > RELATED WORK > APPROACH > EXPERIMENTS,2
INTRODUCTION > APPROACH > EXPERIMENTAL RESULTS > DISCUSSION,2
INTRODUCTION > SIGNAL MIXING MODEL > UNSCENTED MMSE > ASR EXPERIMENTS > DISCUSSION,2
INTRODUCTION > METHOD > EXPERIMENTS > CONCLUSION > ACKNOWLEDGMENT,2
INTRODUCTION > FACTORIZED FSTS: > EXPERIMENTS AND RESULTS > CONCLUSIONS > ACKNOWLEDGEMENTS,2
INTRODUCTION > SPEECH DATA > ANALYSIS OF CREAKY EXCITATION > THE PROPOSED VOCODER,2
INTRODUCTION > ACOUSTIC DESCRIPTION > PERCEPTION STUDY > DISCUSSION > CONCLUSIONS > ACKNOWLEDGEMENTS,2
INTRODUCTION > THE DATA > PERFORMANCE MEASURES > SRE10 PERFORMANCE RESULTS,2
INTRODUCTION > BASELINE TASK > TONE IDENTIFICATION EXPERIMENT > DISCUSSION > CONCLUSIONS,2
INTRODUCTION > METHOD > EXPERIMENTS > CONCLUSION,2
INTRODUCTION > NEURAL NETWORK LANGUAGE MODEL > HIERARCHICAL NEURAL NETWORK LANGUAGE > RESULTS > CONCLUSION > ACKNOWLEDGEMENTS,2
INTRODUCTION > MODELS > FEATURES > EXPERIMENTS > CONCLUSION,2
INTRODUCTION > SPEAKER-DEPENDENT VOICE ACTIVITY > EXPERIMENTS > CONCLUSION,2
INTRODUCTION > WHOLE WORD POINT PROCESS MODELS > EXPERIMENTAL STUDY > CONCLUSIONS,2
INTRODUCTION > PITCH PATTERN > FEATURE EXTRACTION FROM PITCH PATTERN > EXPERIMENTS AND RESULTS > FUTURE WORK > CONCLUSIONS,2
INTRODUCTION > SPEAKER SPECIFIC EFFECTS ON CLASSIFIER > SENTENCE SPECIFIC EFFECTS ON CLASSIFIER > CONCLUSIONS > ACKNOWLEDGEMENTS,2
INTRODUCTION > METHODS > RESULTS AND DISCUSSION > CONCLUSIONS > ACKNOWLEDGEMENTS,2
INTRODUCTION > RANKING SVM FOR EMOTION RECOGNITION > EMOTION CLASSIFICATION SYSTEMS > EXPERIMENTAL SETUP > EXPERIMENTAL RESULTS > DISCUSSION > CONCLUSIONS,2
INTRODUCTION > THEORETICAL BACKGROUND > NEIGHBORHOOD PRESERVING EMBEDDING > INTERSESSION COMPENSATION > EXPERIMENTS > CONCLUSION,2
INTRODUCTION > METHOD > RESULTS > DISCUSSION > CONCLUSIONS > ACKNOWLEDGEMENTS,2
INTRODUCTION > MODEL > EXPERIMENTS > ACKNOWLEDGMENTS,2
INTRODUCTION > JOINT FACTOR ANALYSIS > SCORING STRATEGIES FOR JFA,2
INTRODUCTION > THE BASELINE SYSTEM > THE TWO-PASS SAD SYSTEMS > EXPERIMENTS > RESULTS AND DISCUSSION > ACKNOWLEDGMENT,2
INTRODUCTION > MOVIE BROWSER > LEARNING THE LEXICON,2
INTRODUCTION > VTLN AND ELASTIC REGISTRATION > EXPERIMENTS > CONCLUSIONS AND OUTLOOK > ACKNOWLEDGEMENTS,2
