heading,count
INTRODUCTION,616
CONCLUSIONS,204
RESULTS,162
ACKNOWLEDGEMENTS,152
EXPERIMENTS,118
DISCUSSION,104
CONCLUSION,100
EXPERIMENTAL RESULTS,80
METHOD,70
METHODS,48
EXPERIMENTS AND RESULTS,34
EXPERIMENTAL SETUP,32
RESULTS AND DISCUSSION,30
ACKNOWLEDGMENTS,28
DATA,24
METHODOLOGY,24
BACKGROUND,22
EXPERIMENT,22
RELATED WORK,20
ACKNOWLEDGMENT,20
DISCUSSION AND CONCLUSIONS,16
CONCLUSION AND FUTURE WORK,16
CONCLUSIONS AND FUTURE WORK,16
FEATURES,14
SUMMARY,14
ACKNOWLEDGEMENT,14
EVALUATION,12
PROPOSED METHOD,10
ANALYSIS,10
PROPOSED APPROACH,10
FEATURE EXTRACTION,10
EXPERIMENTS AND DISCUSSION,8
DATABASE,8
PROBLEM FORMULATION,6
SUMMARY AND FUTURE WORK,6
EXPERIMENTAL STUDY,6
DATABASES,6
RESULTS AND ANALYSIS,6
GENERAL DISCUSSION AND CONCLUSION,4
EXPERIMENTAL SETUP AND RESULTS,4
EXPERIMENTAL EVALUATIONS,4
SUBSPACE GAUSSIAN MIXTURE MODEL,4
MATERIAL,4
DATASET,4
SYSTEM DESCRIPTION,4
MODELS,4
GENERAL DISCUSSION,4
CONCLUDING REMARKS,4
MATERIALS,4
APPROACH,4
THEORETICAL BACKGROUND,4
CONCLUSIONS AND OUTLOOK,4
SUMMARY AND CONCLUSION,4
CORPUS,4
EXPERIMENTAL EVALUATION,4
INTRODUCTION AND RELATED WORK,4
MOTIVATION,4
DATA AND METHODS,4
CORPORA,4
PROPOSED ENHANCEMENT FRAMEWORK,2
ACOUSTIC FEATURES FOR PATHOLOGIC VOICES,2
DIMENSIONALITY REDUCTION,2
DOA BASED BLIND SPEECH SEPARATION,2
THAI,2
EXPERIMENTAL DESIGN AND SETUP,2
DISCUSSSION AND FUTURE WORRK,2
EXPERIMENT 1: GENDER IDENTIFICATION,2
EXPERIMENT 2: VOWEL IDENTIFICATION,2
ASR DRIVEN BY PHONETIC KNOWLEDGE,2
DETECTION OF BROAD PHONETIC INFORMATION,2
BUCKEYE CORPUS,2
PROSODIC PRONUNCIATION MODEL,2
DATA AND SCORING,2
BBN SAD SYSTEM,2
BUT SAD SYSTEM,2
SYSTEM COMBINATION,2
PPRLM SYSTEM DESCRIPTIONS,2
SPARSE AND LOW RANK LANGUAGE MODELS,2
LANGUAGE MODELING EXPERIMENTS,2
ACOUSTIC DATA DRIVEN G2P CONVERSION,2
PRONUNCIATION ERROR ANALYSIS,2
ASR PERFORMANCE ANALYSIS,2
SUMMARY AND DISCUSSION,2
LOW-DELAY VOICE CONVERSION BASED ON,2
IMPLEMENTATION OF REAL-TIME VOICE,2
IMAGE SEGMENTATION AND ANALYSIS,2
THE DATABASE,2
SPEECH THERAPY TASK DOMAIN,2
A STATE PROJECTION BASED PV SCENARIO,2
AUTOMATIC ANNOTATION,2
ROBUST DATA-DRIVEN KEYWORD SELECTION,2
WORD CLUSTERS FOR KEYWORD EXPANSION,2
CONFUSION NETWORKS FOR EVENT DETECTION,2
CATALOG-BASED SEPARATION WITH SPEECH,2
SPEAKER SEGMENTATION,2
DISTANCE,2
MATERIAL AND HUMAN ASSESSMENT,2
MODELLING AND FUSION,2
EXPERIMENTAL DESIGN,2
ANALYSIS OF ACOUSTIC-PROSODIC FEATURES,2
AUTOMATIC TRANSCRIPTION,2
STORY ELEMENT FEATURE EXTRACTION,2
AUTOMATIC CLASSIFICATION,2
CHALLENGE CORPORA,2
CHALLENGE FEATURES,2
CHALLENGE BASELINES,2
TASK SETUP,2
BAG-OF-AUDIO-WORDS AND MODEL CHOICES,2
THE TEVOID CORPUS,2
CAPABILITIES,2
ACCENT ADAPTATION,2
"EXPERIMENT SETUP - SPEECH CORPUS,",2
BASELINE SYSTEMS,2
ACCENT ADAPTATION EXPERIMENTS,2
DEEP LEARNING FOR MT,2
DATA ACQUISITION AND PREPARATION,2
OUTLOOK,2
ACOUSTIC MODELING,2
SPEAKER ADAPTATION,2
VOICE RECONSTRUCTION,2
AVERAGE VOICE MODELS,2
THE PERCEPTRON ALGORITHM,2
SPEAKER VERIFICATION BASED ON SVM,2
GMM COMPONENT DENSITY CLUSTERING,2
INTERVAL DURATION,2
DEGREE-OF-OVERLAP DYNAMICS,2
ABLATION OF SPEECH BY DIALOG ACT TYPE,2
STRESS DETECTION,2
RECOGNITION SYSTEM,2
LANGUAGE VERIFICATION WITH SVMS,2
AUDITORY-INSPIRED SPECTRAL WEIGHTING,2
BASIC NOTATIONS,2
BIVARIATE GAMMA MODEL,2
DESCRIPTION OF MMC,2
RESEARCH METHODOLOGY,2
ANALYSES RESULTS AND DISCUSSIONS,2
CONCLUSION AND FUTURE WORKS,2
LANDMARKS REFLECT ARTICULATION,2
SYLLABIC CLUSTER ANALYSIS,2
FUTURE PLANS,2
TRADITIONAL FRAMEWORK,2
RICH CONTEXT MODELING,2
PARAMETER GENERATION METHOD USING,2
INCREMENTAL SPEECH SYNTHESIS,2
INCREMENTALIZED PROSODIC PROCESSING,2
