ngram,count,per_million
of the,23559,10377.9
in the,13189,5809.8
to the,7204,3173.4
for the,6538,2880.0
on the,5868,2584.9
and the,5835,2570.4
can be,4128,1818.4
from the,4107,1809.2
that the,3966,1747.0
in this,3832,1688.0
with the,3546,1562.0
number of,3429,1510.5
by the,3393,1494.6
based on,3365,1482.3
is the,3208,1413.1
to be,2829,1246.2
this paper,2679,1180.1
it is,2636,1161.2
speech recognition,2613,1151.0
the same,2488,1096.0
as the,2289,1008.3
for each,2212,974.4
using the,2106,927.7
of speech,1855,817.1
between the,1767,778.4
used to,1733,763.4
the number,1709,752.8
set of,1681,740.5
at the,1595,702.6
the speech,1579,695.6
the proposed,1579,695.6
such as,1559,686.7
in order,1438,633.4
for this,1436,632.6
the results,1434,631.7
order to,1400,616.7
the first,1390,612.3
used in,1346,592.9
has been,1297,571.3
which is,1289,567.8
shown in,1235,544.0
have been,1185,522.0
university of,1177,518.5
the training,1144,503.9
in section,1136,500.4
due to,1134,499.5
of this,1122,494.2
the acoustic,1122,494.2
is not,1114,490.7
use of,1111,489.4
we have,1104,486.3
used for,1072,472.2
the performance,1070,471.3
the two,1064,468.7
the system,1053,463.9
as well,1049,462.1
performance of,1048,461.7
the best,1043,459.4
is to,1042,459.0
is used,1033,455.0
the other,1014,446.7
this is,1007,443.6
paper we,1000,440.5
training data,987,434.8
the following,984,433.5
in table,965,425.1
than the,954,420.2
all the,942,415.0
the target,926,407.9
in figure,919,404.8
the second,914,402.6
the speaker,894,393.8
the word,894,393.8
that is,892,392.9
well as,885,389.8
in our,877,386.3
of each,867,381.9
of these,866,381.5
the data,866,381.5
speech and,864,380.6
compared to,852,375.3
according to,848,373.5
show that,841,370.5
speech synthesis,830,365.6
the most,827,364.3
for example,803,353.7
this manuscript,799,352.0
we can,798,351.5
there is,790,348.0
and is,782,344.5
interspeech abstract,777,342.3
abstract cards,777,342.3
search hub,777,342.3
hub toc,777,342.3
toc for,777,342.3
may be,773,340.5
september brighton,767,337.9
brighton uk,767,337.9
view manuscript,766,337.4
page abstract,765,337.0
copyright isca,764,336.5
this work,758,333.9
terms of,757,333.5
the use,755,332.6
vocal tract,754,332.1
where the,753,331.7
are used,748,329.5
the model,747,329.1
described in,745,328.2
we use,740,326.0
in terms,739,325.5
manuscript interspeech,739,325.5
one of,737,324.7
over the,736,324.2
that are,724,318.9
index terms,723,318.5
shows the,718,316.3
be used,717,315.8
does not,717,315.8
cards page,717,315.8
results of,709,312.3
of an,709,312.3
for speech,703,309.7
the test,702,309.2
for all,701,308.8
as follows,700,308.4
will be,692,304.8
when the,692,304.8
language model,686,302.2
if the,686,302.2
automatic speech,681,300.0
there are,681,300.0
the baseline,681,300.0
error rate,673,296.5
this study,673,296.5
by using,655,288.5
analysis of,651,286.8
are the,648,285.4
the original,642,282.8
in addition,641,282.4
in which,641,282.4
in speech,632,278.4
was used,632,278.4
