word,count,per_million
speech,19262,8485.0
data,7616,3354.9
system,6875,3028.5
recognition,6665,2936.0
speaker,6358,2800.7
features,6297,2773.9
training,5305,2336.9
word,5001,2203.0
set,4860,2140.9
models,4834,2129.4
language,4469,1968.6
acoustic,4334,1909.2
figure,4152,1829.0
performance,4137,1822.4
feature,4053,1785.4
words,4014,1768.2
time,3980,1753.2
information,3791,1670.0
number,3730,1643.1
different,3726,1641.3
speakers,3585,1579.2
noise,3237,1425.9
systems,3163,1393.3
test,3160,1392.0
analysis,2955,1301.7
corpus,2940,1295.1
page,2844,1252.8
voice,2643,1164.3
rate,2587,1139.6
experiments,2562,1128.6
algorithm,2529,1114.0
error,2461,1084.1
search,2433,1071.8
wed-ses,2400,1057.2
pitch,2367,1042.7
abstract,2359,1039.2
however,2345,1033.0
frequency,2342,1031.7
signal,2336,1029.0
parameters,2286,1007.0
order,2282,1005.2
tue-ses,2203,970.4
target,2200,969.1
task,2195,966.9
duration,2180,960.3
university,2159,951.1
state,2138,941.8
obtained,2135,940.5
evaluation,2134,940.0
asr,2122,934.8
utterances,2118,933.0
accuracy,2117,932.6
adaptation,2111,929.9
english,2095,922.9
mean,2066,910.1
function,2048,902.2
work,2032,895.1
vowel,1997,879.7
automatic,1988,875.7
study,1946,857.2
new,1942,855.5
while,1915,843.6
vector,1898,836.1
values,1898,836.1
methods,1859,818.9
terms,1858,818.5
spectral,1845,812.7
utterance,1817,800.4
phone,1816,800.0
trained,1765,777.5
detection,1752,771.8
well,1716,755.9
mon-ses,1713,754.6
context,1704,750.6
spoken,1696,747.1
input,1694,746.2
level,1694,746.2
quality,1664,733.0
since,1658,730.4
case,1649,726.4
hmm,1643,723.8
best,1608,708.3
sequence,1588,699.5
manuscript,1578,695.1
audio,1577,694.7
estimation,1570,691.6
high,1557,685.9
frame,1550,682.8
synthesis,1547,681.5
baseline,1547,681.5
large,1539,677.9
process,1526,672.2
average,1524,671.3
research,1508,664.3
thu-ses,1504,662.5
found,1500,660.8
source,1498,659.9
example,1487,655.0
sentences,1473,648.9
experiment,1465,645.3
better,1463,644.5
compared,1452,639.6
database,1449,638.3
gaussian,1447,637.4
conditions,1446,637.0
presented,1445,636.5
processing,1444,636.1
prosodic,1438,633.4
linear,1437,633.0
index,1429,629.5
space,1429,629.5
vocal,1411,621.6
thus,1398,615.8
following,1396,614.9
interspeech,1391,612.7
phoneme,1366,601.7
problem,1359,598.6
sentence,1359,598.6
value,1357,597.8
similar,1347,593.4
emotion,1345,592.5
log,1334,587.6
cation,1323,582.8
modeling,1319,581.0
phonetic,1319,581.0
possible,1318,580.6
standard,1306,575.3
described,1299,572.2
selection,1293,569.6
because,1290,568.3
output,1288,567.4
user,1281,564.3
distribution,1274,561.2
vectors,1270,559.4
present,1269,559.0
