ngram,count,per_million
in this paper we,981,462.6
search hub toc for,640,301.8
hub toc for this,640,301.8
toc for this manuscript,640,301.8
for this manuscript interspeech,613,289.1
this manuscript interspeech abstract,613,289.1
manuscript interspeech abstract cards,613,289.1
interspeech abstract cards page,591,278.7
the performance of the,355,167.4
abstract cards page view,301,142.0
cards page view manuscript,301,142.0
on the other hand,272,128.3
in the case of,248,117.0
in this work we,243,114.6
automatic speech recognition asr,242,114.1
interspeech detailed author index,236,111.3
copyright isca september singapore,219,103.3
as well as the,200,94.3
is the number of,190,89.6
in the context of,178,83.9
in this study we,174,82.1
can be used to,168,79.2
with respect to the,166,78.3
in this section we,159,75.0
abstract cards page poster,157,74.0
cards page poster session,157,74.0
this paper we propose,156,73.6
for each of the,153,72.2
is organized as follows,153,72.2
detailed author index page,148,69.8
paper is organized as,148,69.8
is based on the,146,68.9
page view manuscript poster,145,68.4
view manuscript poster session,145,68.4
the total number of,145,68.4
results show that the,143,67.4
page view manuscript oral,142,67.0
view manuscript oral session,142,67.0
gaussian mixture model gmm,139,65.6
the results of the,134,63.2
db db db db,131,61.8
of the proposed method,130,61.3
deep neural network dnn,129,60.8
we can see that,129,60.8
interspeech table of contents,125,58.9
table of contents page,125,58.9
search interspeech detailed author,125,58.9
are shown in table,124,58.5
it can be seen,123,58.0
the quality of the,121,57.1
it is possible to,120,56.6
this paper we present,117,55.2
the size of the,113,53.3
the rest of the,110,51.9
deep neural networks dnns,108,50.9
can be found in,108,50.9
can be seen that,103,48.6
abstract cards page oral,101,47.6
cards page oral session,101,47.6
that the proposed method,98,46.2
of this paper is,98,46.2
show that the proposed,97,45.7
performance of the proposed,97,45.7
experimental results show that,96,45.3
in terms of the,96,45.3
in the presence of,95,44.8
in the form of,94,44.3
is shown in figure,92,43.4
and the number of,91,42.9
as shown in figure,91,42.9
the results show that,90,42.4
the output of the,90,42.4
page abstract this paper,89,42.0
university of edinburgh uk,88,41.5
university of hong kong,87,41.0
the iarpa babel program,86,40.6
of the vocal tract,86,40.6
this paper we investigate,85,40.1
have been shown to,85,40.1
university of texas at,85,40.1
of texas at dallas,85,40.1
word error rate wer,84,39.6
on the test set,84,39.6
abstract in this paper,83,39.1
organized as follows section,83,39.1
at the same time,82,38.7
this work was supported,82,38.7
we would like to,81,38.2
is one of the,81,38.2
in this paper the,80,37.7
page wed-p- page wed-p-,80,37.7
in automatic speech recognition,78,36.8
as can be seen,77,36.3
on the development set,76,35.8
on the basis of,76,35.8
carnegie mellon university usa,75,35.4
in the training data,75,35.4
in addition to the,75,35.4
amount of training data,75,35.4
of the speech signal,74,34.9
university of southern california,74,34.9
at the end of,74,34.9
used to train the,74,34.9
this paper is organized,74,34.9
interspeech computational paralinguistics challenge,73,34.4
texas at dallas usa,73,34.4
the fact that the,73,34.4
evaluate the performance of,73,34.4
as function of the,73,34.4
page mon-p- page mon-p-,73,34.4
as described in section,73,34.4
would like to thank,72,34.0
of the training data,72,34.0
the paper is organized,72,34.0
of the number of,72,34.0
the effectiveness of the,72,34.0
ibm watson research center,71,33.5
watson research center usa,71,33.5
statistical parametric speech synthesis,71,33.5
of southern california usa,71,33.5
has been shown to,71,33.5
the other hand the,70,33.0
page abstract in this,70,33.0
page poster session speech,69,32.5
improve the performance of,68,32.1
for robust speech recognition,67,31.6
neural network language models,67,31.6
work was supported by,67,31.6
can see that the,66,31.1
the in uence of,65,30.7
of deep neural networks,65,30.7
deep neural networks for,64,30.2
it has been shown,64,30.2
the parameters of the,64,30.2
support vector machine svm,63,29.7
of hong kong china,63,29.7
the end of the,63,29.7
one of the most,63,29.7
where is the number,63,29.7
of automatic speech recognition,62,29.2
chinese academy of sciences,62,29.2
as the number of,62,29.2
the source and target,62,29.2
wed-p- page wed-p- page,62,29.2
in the next section,62,29.2
to improve the performance,61,28.8
it is important to,61,28.8
are those of the,61,28.8
as shown in fig,61,28.8
university of cambridge uk,60,28.3
academy of sciences china,60,28.3
page mon-o- page mon-o-,60,28.3
of contents page poster,60,28.3
contents page poster session,60,28.3
shown in figure the,60,28.3
as shown in table,60,28.3
results are presented in,59,27.8
to the fact that,59,27.8
page wed-o- page wed-o-,59,27.8
the effect of the,59,27.8
in this case the,59,27.8
can be seen in,59,27.8
we focus on the,58,27.4
is similar to the,58,27.4
are presented in table,58,27.4
of the paper is,58,27.4
in the present study,57,26.9
the proposed method is,57,26.9
was supported by the,57,26.9
results are shown in,57,26.9
e- e- e- e-,57,26.9
chinese university of hong,56,26.4
universal background model ubm,56,26.4
male and female speakers,56,26.4
the dimension of the,56,26.4
the use of the,56,26.4
the length of the,56,26.4
it is observed that,55,25.9
in this work the,55,25.9
mon-p- page mon-p- page,55,25.9
manuscript poster session speech,55,25.9
