ngram,count,per_million
of the,19934,9400.8
in the,11483,5415.4
to the,6663,3142.3
for the,5940,2801.3
on the,5811,2740.5
and the,5304,2501.4
from the,4071,1919.9
can be,3861,1820.8
in this,3820,1801.5
with the,3631,1712.4
that the,3537,1668.0
based on,3169,1494.5
number of,3128,1475.2
is the,3008,1418.6
by the,2950,1391.2
to be,2483,1171.0
this paper,2479,1169.1
it is,2295,1082.3
as the,2289,1079.5
using the,2123,1001.2
speech recognition,2102,991.3
for each,2096,988.5
the same,2091,986.1
the proposed,1925,907.8
used to,1710,806.4
of speech,1668,786.6
the number,1605,756.9
such as,1556,733.8
the results,1550,731.0
the speech,1499,706.9
set of,1471,693.7
between the,1412,665.9
the performance,1401,660.7
at the,1399,659.8
the training,1396,658.4
used in,1243,586.2
which is,1236,582.9
training data,1229,579.6
for this,1228,579.1
performance of,1206,568.7
used for,1191,561.7
the first,1171,552.2
neural network,1161,547.5
has been,1145,540.0
is used,1144,539.5
due to,1128,532.0
in order,1116,526.3
the best,1112,524.4
have been,1107,522.1
order to,1097,517.3
university of,1088,513.1
compared to,1087,512.6
in section,1035,488.1
paper we,1023,482.4
shown in,1021,481.5
in table,1018,480.1
speech and,983,463.6
the acoustic,981,462.6
we use,963,454.1
the two,956,450.8
is not,955,450.4
of this,953,449.4
the target,950,448.0
show that,946,446.1
use of,943,444.7
this is,942,444.2
is to,940,443.3
this work,930,438.6
than the,909,428.7
as well,901,424.9
the baseline,901,424.9
in our,872,411.2
the system,865,407.9
deep neural,861,406.0
all the,861,406.0
the data,860,405.6
the other,860,405.6
neural networks,858,404.6
of each,854,402.7
terms of,831,391.9
in terms,824,388.6
the speaker,823,388.1
we have,809,381.5
are used,801,377.7
over the,800,377.3
in figure,788,371.6
where the,785,370.2
the following,783,369.3
the test,778,366.9
the model,777,366.4
shows the,776,366.0
speech synthesis,762,359.4
well as,760,358.4
the second,759,357.9
for speech,753,355.1
we can,753,355.1
this study,752,354.6
the most,732,345.2
there is,725,341.9
when the,719,339.1
the input,712,335.8
and is,704,332.0
proposed method,687,324.0
error rate,685,323.0
in speech,681,321.2
according to,679,320.2
the use,673,317.4
the original,661,311.7
this manuscript,656,309.4
of these,652,307.5
applied to,647,305.1
does not,644,303.7
for example,640,301.8
interspeech abstract,640,301.8
abstract cards,640,301.8
search hub,640,301.8
hub toc,640,301.8
toc for,640,301.8
are the,638,300.9
which are,636,299.9
view manuscript,635,299.5
september singapore,634,299.0
page abstract,634,299.0
copyright isca,631,297.6
by using,627,295.7
described in,627,295.7
test set,626,295.2
the dnn,625,294.7
features are,624,294.3
in addition,622,293.3
be used,619,291.9
to improve,613,289.1
manuscript interspeech,613,289.1
was used,609,287.2
for all,609,287.2
index terms,608,286.7
we propose,607,286.3
may be,606,285.8
used as,606,285.8
trained on,606,285.8
there are,605,285.3
that is,604,284.8
acoustic models,604,284.8
in which,604,284.8
we also,602,283.9
we used,602,283.9
as follows,600,283.0
cards page,591,278.7
amount of,589,277.8
where is,585,275.9
the word,583,274.9
use the,578,272.6
training and,578,272.6
the feature,575,271.2
the output,574,270.7
features for,573,270.2
that are,572,269.8
effect of,572,269.8
improve the,572,269.8
results of,564,266.0
is also,559,263.6
one of,559,263.6
speaker recognition,557,262.7
will be,550,259.4
and are,550,259.4
results are,547,258.0
consists of,547,258.0
speech signal,544,256.5
automatic speech,543,256.1
similar to,542,255.6
note that,542,255.6
and for,541,255.1
the current,541,255.1
of an,540,254.7
language model,537,253.2
each of,536,252.8
to obtain,529,249.5
results in,525,247.6
experimental results,525,247.6
classi cation,525,247.6
while the,525,247.6
speech enhancement,524,247.1
the average,524,247.1
the case,523,246.6
is that,518,244.3
of our,516,243.3
to train,516,243.3
training set,515,242.9
acoustic model,514,242.4
if the,513,241.9
vocal tract,513,241.9
et al,509,240.0
types of,506,238.6
di erent,502,236.7
poster session,499,235.3
able to,496,233.9
data is,495,233.4
the mean,495,233.4
as in,494,233.0
are not,493,232.5
acoustic features,492,232.0
do not,489,230.6
features and,485,228.7
part of,483,227.8
obtained by,482,227.3
model the,481,226.8
both the,480,226.4
and in,479,225.9
they are,479,225.9
were used,479,225.9
system is,478,225.4
for both,477,225.0
in each,476,224.5
presented in,472,222.6
in an,472,222.6
is an,470,221.7
analysis of,468,220.7
case of,467,220.2
the corresponding,463,218.3
from to,456,215.0
of and,456,215.0
and then,455,214.6
could be,454,214.1
combination of,452,213.2
of all,451,212.7
figure shows,443,208.9
in fig,441,208.0
we present,438,206.6
feature extraction,438,206.6
oral session,436,205.6
it can,435,205.1
language models,432,203.7
of training,431,203.3
to use,431,203.3
into the,431,203.3
speech data,430,202.8
model is,429,202.3
gaussian mixture,427,201.4
speech in,426,200.9
work we,423,199.5
results for,422,199.0
the features,421,198.5
data and,419,197.6
during the,418,197.1
