word,count,per_million
speech,17680,8337.8
data,8412,3967.1
features,7869,3711.0
training,6764,3189.9
system,6595,3110.2
speaker,6372,3005.0
set,5022,2368.4
performance,4870,2296.7
recognition,4859,2291.5
acoustic,4692,2212.7
language,4541,2141.5
feature,4463,2104.7
models,4148,1956.2
different,4025,1898.2
word,4006,1889.2
figure,3754,1770.4
noise,3521,1660.5
number,3423,1614.3
words,3422,1613.8
test,3293,1553.0
information,3156,1488.4
systems,3053,1439.8
speakers,3024,1426.1
dnn,2736,1290.3
signal,2726,1285.6
time,2725,1285.1
work,2470,1164.8
analysis,2437,1149.3
corpus,2425,1143.6
experiments,2423,1142.7
page,2422,1142.2
trained,2402,1132.8
search,2332,1099.8
error,2299,1084.2
frequency,2251,1061.6
task,2250,1061.1
parameters,2242,1057.3
neural,2224,1048.8
rate,2196,1035.6
baseline,2147,1012.5
asr,2118,998.8
algorithm,2113,996.5
however,2087,984.2
methods,2081,981.4
target,2078,980.0
university,2065,973.8
obtained,2035,959.7
abstract,1981,934.2
network,1980,933.8
function,1979,933.3
adaptation,1950,919.6
languages,1892,892.3
mean,1890,891.3
while,1887,889.9
study,1880,886.6
utterances,1871,882.4
accuracy,1854,874.3
detection,1848,871.5
source,1843,869.2
input,1819,857.8
better,1790,844.2
order,1779,839.0
modeling,1773,836.1
english,1768,833.8
voice,1746,823.4
vector,1741,821.1
spectral,1733,817.3
learning,1715,808.8
terms,1714,808.3
evaluation,1707,805.0
audio,1702,802.7
compared,1699,801.2
layer,1662,783.8
processing,1615,761.6
best,1586,748.0
output,1571,740.9
context,1568,739.5
utterance,1563,737.1
deep,1554,732.9
level,1543,727.7
gmm,1540,726.3
hidden,1535,723.9
well,1523,718.2
similar,1512,713.1
matrix,1496,705.5
values,1493,704.1
quality,1469,692.8
pitch,1464,690.4
conditions,1457,687.1
research,1456,686.6
session,1434,676.3
frame,1428,673.4
applied,1427,673.0
new,1420,669.7
case,1413,666.4
phase,1412,665.9
average,1411,665.4
synthesis,1400,660.2
space,1392,656.5
automatic,1386,653.6
sequence,1384,652.7
estimation,1374,648.0
large,1368,645.1
high,1356,639.5
duration,1356,639.5
found,1348,635.7
linear,1330,627.2
standard,1322,623.5
vowel,1303,614.5
manuscript,1298,612.1
state,1290,608.4
spoken,1286,606.5
index,1278,602.7
networks,1275,601.3
gaussian,1268,598.0
phone,1263,595.6
domain,1258,593.3
further,1257,592.8
since,1252,590.4
interspeech,1244,586.7
previous,1241,585.3
process,1220,575.3
scores,1218,574.4
cation,1215,573.0
wer,1213,572.0
representation,1198,565.0
single,1191,561.7
problem,1184,558.4
score,1184,558.4
i-vector,1184,558.4
usa,1180,556.5
present,1172,552.7
presented,1162,548.0
frames,1156,545.2
due,1146,540.5
following,1146,540.5
parameter,1144,539.5
thus,1141,538.1
example,1140,537.6
estimated,1140,537.6
sentences,1137,536.2
higher,1137,536.2
database,1133,534.3
relative,1128,532.0
improve,1116,526.3
prosodic,1111,523.9
probability,1103,520.2
without,1102,519.7
mixture,1102,519.7
distribution,1102,519.7
approaches,1100,518.8
effect,1094,515.9
corresponding,1087,512.6
performed,1086,512.2
sets,1084,511.2
total,1084,511.2
classification,1082,510.3
size,1078,508.4
units,1077,507.9
components,1077,507.9
framework,1074,506.5
sentence,1074,506.5
vowels,1068,503.7
text,1064,501.8
because,1062,500.8
experimental,1058,499.0
low,1058,499.0
result,1054,497.1
across,1053,496.6
channel,1053,496.6
spectrum,1046,493.3
techniques,1044,492.3
noisy,1043,491.9
multiple,1037,489.0
experiment,1035,488.1
signals,1032,486.7
length,1029,485.3
described,1027,484.3
possible,1026,483.9
value,1025,483.4
train,1017,479.6
significant,1015,478.7
vectors,1006,474.4
within,1004,473.5
articulatory,1002,472.5
development,1001,472.1
enhancement,1001,472.1
