symbol,count,per_million_words,per_paper
paren (,183136,36052.5,96.59
colon :,31426,6186.6,16.57
percent %,13348,2627.7,7.04
semicolon ;,7926,1560.3,4.18
"double_quote """,7248,1426.9,3.82
en_dash –,4280,842.6,2.26
index_terms_template,1783,351.0,0.94
bullet •,1655,325.8,0.87
em_dash — (Index Terms除く),697,137.2,0.37
triple_hyphen ---,47,9.3,0.02
double_hyphen --,7,1.4,0.0
