structure,count
INTRODUCTION > THEORY > ALGORITHM > RESULTS,2
INTRODUCTION > PROBLEM FORMULATION AND ALGORITHM > NUMERICAL RESULTS > CONCLUSIONS,2
INTRODUCTION > METHODS > RESULTS > CONCLUSIONS,2
INTRODUCTION > SPECTRAL CONVERSION > ML CONSTRAINED ADAPTATION > RESULTS AND DISCUSSION > CONCLUSIONS,1
INTRODUCTION > OVERVIEW OF HMM-BASED SPEECH > MLLR-BASED SPEAKING STYLE ADAPTATION > EXPERIMENTS,1
BACKGROUND AND MOTIVATION > SPEECH PROCESSING MODELS > EXTENDING STRAIGHT > NUMERICAL EXAMPLES,1
INTRODUCTION > VTLN IN SPEECH RECOGNITION > REVERSE VTLN IN SPEECH SYNTHESIS > DATABASE > EXPERIMENTS > CONCLUSION,1
"INTRODUCTION > OVERVIEW OF THE MODEL-BASED VOICE > ESTIMATION AND TRANSFORMAITON OF > ESTIMATION AND TRANSFORMATION OF PITCH,",1
INTRODUCTION > MIXTURES OF FACTOR ANALYZERS > TYING STRATEGIES > MCE TRAINING FOR MFA SPEAKER MODEL > EXPERIMENTAL EVALUATION > CONCLUSIONS,1
INTRODUCTION > FACTOR ANALYSIS > EXPERIMENTS > DISCUSSION,1
INTRODUCTION > THE GLRPNN ARCHITECTURE > THE GLRPNN TRAINING > EXPERIMENTS AND RESULTS > CONCLUSIONS,1
INTRODUCTION > SPEAKER VERIFICATION WITH SUBWORD > POSTERIOR PROBABILITY TRANSFORMATION > EXPERIMENTS > CONCLUSIONS > ACKNOWLEDGMENT,1
INTRODUCTION > EXPERIMENTAL FRAMEWORK > SOFT-DECODING APPROACHES > EXPERIMENTAL RESULTS USING AURORA 2 > EXPERIMENTAL RESULTS USING AURORA 3 > CONCLUSIONS,1
INTRODUCTION > THE ETSI-DSR STANDARD > ANALYSIS OF THE EFFECT OF ERRORS > SUBVECTOR-BASED ERROR CONCEALMENT > PERFORMANCE EVALUATION,1
INTRODUCTION > MODIFICATIONS TO ORIGINAL AFE SYSTEM > IMPLEMENTATION DETAILS > EXPERIMENTS > CONCLUSIONS,1
INTRODUCTION > THE NIST EXTENDED DATA TASK > HIGH-LEVEL FEATURE EXTRACTION > SVMS FOR HIGH-LEVEL SPEAKER RECOGNITION > KERNEL CONSTRUCTION > EXPERIMENTS > CONCLUSIONS,1
INTRODUCTION > FEATURE EXTRACTION > EXPERIMENTS > CONCLUSION,1
INTRODUCTION > SPEAKER MODELING > SPEAKER IDENTIFICATION PROCEDURE > EXPERIMENTS > DISCUSSIONS,1
