word,count,per_million
speech,30046,8801.9
data,14721,4312.5
training,13362,3914.4
speaker,11167,3271.3
models,11072,3243.5
performance,9362,2742.6
asr,8710,2551.6
features,8305,2432.9
set,7947,2328.0
system,7340,2150.2
language,6919,2026.9
network,6890,2018.4
audio,6867,2011.7
recognition,6798,1991.5
learning,6723,1969.5
different,6560,1921.7
loss,5959,1745.7
information,5873,1720.5
figure,5650,1655.1
acoustic,5628,1648.7
speakers,5622,1646.9
time,5572,1632.3
trained,5474,1603.6
test,5454,1597.7
dataset,5440,1593.6
input,5394,1580.2
layer,5264,1542.1
encoder,4954,1451.3
feature,4949,1449.8
task,4944,1448.3
systems,4719,1382.4
neural,4709,1379.5
work,4562,1336.4
number,4505,1319.7
attention,4275,1252.3
baseline,4170,1221.6
output,4064,1190.5
methods,4057,1188.5
voice,3985,1167.4
target,3981,1166.2
noise,3974,1164.2
experiments,3967,1162.1
word,3956,1158.9
page,3920,1148.4
while,3804,1114.4
embedding,3802,1113.8
however,3669,1074.8
rate,3658,1071.6
evaluation,3601,1054.9
interspeech,3507,1027.4
size,3455,1012.1
accuracy,3330,975.5
layers,3256,953.8
detection,3193,935.4
better,3173,929.5
signal,3145,921.3
text,3071,899.6
abstract,3064,897.6
utterances,3041,890.9
architecture,2971,870.3
languages,2967,869.2
tasks,2960,867.1
domain,2897,848.7
quality,2895,848.1
compared,2841,832.3
university,2826,827.9
representation,2809,822.9
error,2805,821.7
study,2788,816.7
best,2760,808.5
source,2743,803.6
samples,2737,801.8
words,2713,794.8
wer,2709,793.6
search,2704,792.1
parameters,2700,791.0
sequence,2693,788.9
function,2655,777.8
transformer,2650,776.3
corpus,2633,771.3
english,2632,771.0
train,2604,762.8
further,2588,758.1
without,2584,757.0
decoder,2507,734.4
representations,2490,729.4
analysis,2480,726.5
context,2457,719.8
challenge,2444,716.0
embeddings,2422,709.5
datasets,2422,709.5
score,2412,706.6
similar,2411,706.3
end-to-end,2411,706.3
deep,2410,706.0
propose,2409,705.7
utterance,2406,704.8
automatic,2343,686.4
frequency,2322,680.2
terms,2315,678.2
classification,2278,667.3
well,2277,667.0
networks,2271,665.3
duration,2265,663.5
improve,2255,660.6
tts,2236,655.0
scores,2225,651.8
average,2188,641.0
mean,2182,639.2
usa,2109,617.8
previous,2090,612.3
applied,2084,610.5
single,2082,609.9
new,2065,604.9
manuscript,2050,600.5
research,2012,589.4
separation,1993,583.8
across,1992,583.5
obtained,1987,582.1
index,1984,581.2
length,1968,576.5
large,1965,575.6
prediction,1938,567.7
since,1929,565.1
values,1919,562.2
approaches,1914,560.7
distribution,1898,556.0
module,1896,555.4
original,1877,549.9
vector,1867,546.9
emotion,1864,546.1
multiple,1838,538.4
processing,1833,537.0
framework,1833,537.0
linear,1830,536.1
china,1827,535.2
sets,1810,530.2
process,1802,527.9
due,1795,525.8
recordings,1770,518.5
problem,1765,517.1
experimental,1742,510.3
spoken,1740,509.7
conditions,1736,508.6
high,1732,507.4
noisy,1731,507.1
frames,1728,506.2
cation,1728,506.2
label,1728,506.2
modeling,1723,504.7
frame,1719,503.6
enhancement,1716,502.7
labels,1715,502.4
segments,1701,498.3
generated,1695,496.5
level,1694,496.3
following,1688,494.5
available,1673,490.1
corresponding,1665,487.8
phoneme,1664,487.5
fusion,1630,477.5
multilingual,1617,473.7
pitch,1614,472.8
order,1602,469.3
convolutional,1590,465.8
improvement,1588,465.2
standard,1585,464.3
comparison,1583,463.7
lstm,1583,463.7
found,1571,460.2
augmentation,1571,460.2
present,1562,457.6
extracted,1557,456.1
real,1548,453.5
algorithm,1546,452.9
because,1538,450.6
higher,1537,450.3
experiment,1536,450.0
adaptation,1534,449.4
thus,1533,449.1
including,1532,448.8
errors,1528,447.6
style,1506,441.2
total,1503,440.3
block,1501,439.7
objective,1501,439.7
consists,1494,437.7
various,1488,435.9
reference,1483,434.4
ctc,1481,433.9
therefore,1478,433.0
several,1477,432.7
many,1466,429.5
example,1463,428.6
relative,1462,428.3
authors,1456,426.5
transfer,1455,426.2
result,1454,425.9
signals,1451,425.1
synthesis,1450,424.8
log,1447,423.9
learn,1444,423.0
inference,1438,421.3
hours,1437,421.0
case,1435,420.4
space,1434,420.1
studies,1434,420.1
evaluate,1431,419.2
human,1416,414.8
overall,1416,414.8
temporal,1415,414.5
knowledge,1414,414.2
significant,1413,413.9
weights,1406,411.9
clean,1399,409.8
see,1392,407.8
sound,1392,407.8
convolution,1391,407.5
participants,1390,407.2
sample,1383,405.1
channel,1358,397.8
value,1351,395.8
addition,1344,393.7
contains,1338,392.0
step,1334,390.8
even,1334,390.8
alignment,1333,390.5
low,1325,388.2
finally,1317,385.8
generate,1316,385.5
structure,1315,385.2
additional,1313,384.6
lower,1311,384.1
pre-trained,1305,382.3
segment,1305,382.3
probability,1298,380.2
development,1295,379.4
extraction,1294,379.1
classi,1294,379.1
effect,1294,379.1
part,1288,377.3
cnn,1286,376.7
spectrogram,1286,376.7
class,1286,376.7
decoding,1282,375.6
conversion,1274,373.2
achieve,1269,371.7
achieved,1267,371.2
spectral,1258,368.5
uses,1255,367.6
four,1251,366.5
sentences,1244,364.4
sentence,1242,363.8
small,1233,361.2
joint,1230,360.3
recent,1227,359.4
compare,1225,358.9
future,1222,358.0
condition,1220,357.4
metrics,1218,356.8
random,1217,356.5
state-of-the-art,1212,355.1
similarity,1206,353.3
significantly,1202,352.1
linguistic,1197,350.7
out,1195,350.1
org,1195,350.1
final,1179,345.4
obtain,1172,343.3
phone,1168,342.2
hidden,1166,341.6
tokens,1161,340.1
view,1157,338.9
difference,1154,338.1
prosody,1153,337.8
achieves,1153,337.8
still,1152,337.5
performed,1152,337.5
limited,1151,337.2
self-attention,1149,336.6
rnn-t,1149,336.6
phonetic,1148,336.3
vowel,1146,335.7
perform,1145,335.4
bert,1145,335.4
range,1144,335.1
related,1141,334.3
directly,1138,333.4
within,1134,332.2
librispeech,1126,329.9
presented,1125,329.6
pronunciation,1122,328.7
important,1121,328.4
less,1119,327.8
matrix,1119,327.8
introduction,1117,327.2
improved,1116,326.9
estimation,1116,326.9
like,1112,325.8
distance,1111,325.5
waveform,1110,325.2
vectors,1110,325.2
observed,1108,324.6
blocks,1107,324.3
provided,1106,324.0
possible,1106,324.0
types,1106,324.0
streaming,1106,324.0
latent,1104,323.4
selected,1102,322.8
http,1097,321.4
token,1092,319.9
phase,1091,319.6
dimension,1091,319.6
wav,1089,319.0
described,1084,317.6
isca,1083,317.3
hub,1082,317.0
validation,1082,317.0
adversarial,1082,317.0
weight,1082,317.0
although,1081,316.7
provide,1078,315.8
classifier,1078,315.8
stage,1075,314.9
evaluated,1072,314.0
pre-training,1070,313.5
follows,1070,313.5
intelligibility,1062,311.1
long,1057,309.6
units,1054,308.8
natural,1052,308.2
pairs,1052,308.2
outperforms,1052,308.2
cards,1051,307.9
much,1049,307.3
note,1043,305.5
common,1041,305.0
ratio,1039,304.4
extract,1039,304.4
robust,1035,303.2
recording,1033,302.6
followed,1033,302.6
novel,1031,302.0
snr,1031,302.0
vec,1030,301.7
mask,1026,300.6
content,1021,299.1
toc,1021,299.1
reduction,1020,298.8
covid-,1019,298.5
thu-a-v-,1018,298.2
techniques,1016,297.6
classes,1015,297.3
randomly,1014,297.0
recently,1011,296.2
outputs,1011,296.2
applications,1008,295.3
microphone,1008,295.3
instead,1007,295.0
copyright,1005,294.4
reported,1005,294.4
mechanism,1003,293.8
doi,1003,293.8
focus,1002,293.5
fri-m-v-,995,291.5
normalization,991,290.3
pooling,991,290.3
diarization,989,289.7
control,984,288.3
works,983,288.0
amount,979,286.8
another,974,285.3
complex,972,284.7
current,970,284.2
make,968,283.6
type,963,282.1
computed,963,282.1
batch,960,281.2
video,957,280.4
machine,952,278.9
translation,951,278.6
improvements,949,278.0
whether,945,276.8
way,943,276.2
differences,943,276.2
combination,940,275.4
self-supervised,938,274.8
conventional,937,274.5
conformer,937,274.5
student,934,273.6
architectures,932,273.0
end,931,272.7
reduce,930,272.4
wed-m-v-,926,271.3
characteristics,926,271.3
every,925,271.0
setup,925,271.0
mos,922,270.1
eer,922,270.1
wed-e-v-,918,268.9
supervised,918,268.9
teacher,915,268.0
estimated,913,267.5
next,912,267.2
latency,912,267.2
transcription,910,266.6
often,909,266.3
conducted,905,265.1
