word,count,per_million
data,11369,3259.5
algorithm,8678,2488.0
signal,8435,2418.3
performance,8026,2301.1
matrix,7937,2275.6
set,7918,2270.1
speech,7074,2028.1
number,7004,2008.1
features,6728,1928.9
time,6698,1920.3
problem,6603,1893.1
different,6438,1845.8
training,6280,1800.5
noise,6060,1737.4
image,5983,1715.4
function,5693,1632.2
system,5443,1560.5
methods,5346,1532.7
information,4771,1367.9
feature,4750,1361.8
vector,4694,1345.8
network,4597,1318.0
estimation,4294,1231.1
work,4283,1228.0
error,4146,1188.7
signals,4062,1164.6
learning,3966,1137.1
parameters,3628,1040.2
however,3618,1037.3
rate,3587,1028.4
frequency,3583,1027.3
while,3547,1016.9
models,3502,1004.0
input,3443,987.1
detection,3443,987.1
images,3427,982.5
source,3413,978.5
order,3406,976.5
obtained,3330,954.7
following,3283,941.2
analysis,3229,925.8
case,3212,920.9
since,3188,914.0
graph,3151,903.4
layer,3092,886.5
test,3043,872.4
acoustic,2995,858.7
distribution,2979,854.1
size,2979,854.1
linear,2964,849.8
terms,2937,842.0
values,2900,831.4
output,2888,828.0
accuracy,2888,828.0
estimate,2866,821.7
classification,2840,814.2
filter,2747,787.6
value,2732,783.3
recognition,2712,777.5
channel,2705,775.5
sparse,2684,769.5
algorithms,2678,767.8
figure,2667,764.6
experiments,2665,764.1
target,2657,761.8
dataset,2643,757.8
samples,2593,743.4
power,2577,738.8
gaussian,2574,738.0
systems,2568,736.3
corresponding,2545,729.7
average,2542,728.8
estimated,2529,725.1
log,2507,718.8
processing,2477,710.2
mean,2469,707.9
audio,2457,704.4
better,2442,700.1
thus,2437,698.7
large,2409,690.7
parameter,2390,685.2
compared,2378,681.8
index,2368,678.9
due,2363,677.5
similar,2357,675.8
step,2345,672.3
random,2343,671.7
speaker,2335,669.5
defined,2334,669.2
ieee,2314,663.4
probability,2311,662.6
high,2307,661.4
snr,2307,661.4
process,2306,661.1
networks,2300,659.4
point,2292,657.1
consider,2285,655.1
well,2281,654.0
new,2258,647.4
note,2231,639.6
frame,2224,637.6
solution,2205,632.2
let,2184,626.2
optimal,2184,626.2
optimization,2171,622.4
spectral,2144,614.7
result,2138,613.0
follows,2135,612.1
state,2110,604.9
vectors,2098,601.5
therefore,2093,600.1
neural,2076,595.2
video,2074,594.6
dnn,2060,590.6
example,2057,589.8
propose,2028,581.4
space,2021,579.4
representation,2004,574.6
further,1998,572.8
local,1995,572.0
structure,1987,569.7
single,1983,568.5
distance,1981,568.0
see,1973,565.7
sequence,1954,560.2
spatial,1942,556.8
quality,1921,550.8
applied,1915,549.0
trained,1913,548.5
phase,1911,547.9
coefficients,1902,545.3
min,1867,535.3
multiple,1862,533.8
framework,1854,531.5
domain,1849,530.1
best,1848,529.8
obtain,1847,529.5
low,1805,517.5
approaches,1798,515.5
sampling,1791,513.5
