ngram,count,per_million
in this paper we,1216,465.8
search hub toc for,796,304.9
hub toc for this,796,304.9
toc for this manuscript,796,304.9
for this manuscript interspeech,744,285.0
this manuscript interspeech abstract,744,285.0
manuscript interspeech abstract cards,744,285.0
interspeech abstract cards page,734,281.2
in this work we,396,151.7
abstract cards page view,394,150.9
cards page view manuscript,394,150.9
the performance of the,359,137.5
on the other hand,354,135.6
automatic speech recognition asr,332,127.2
interspeech detailed author index,297,113.8
copyright isca september dresden,295,113.0
isca september dresden germany,295,113.0
in the context of,289,110.7
in the case of,269,103.0
is the number of,261,100.0
with respect to the,247,94.6
this paper we propose,245,93.9
as well as the,234,89.6
the total number of,210,80.4
detailed author index page,208,79.7
deep neural network dnn,206,78.9
results show that the,192,73.5
in this study we,188,72.0
for each of the,183,70.1
page view manuscript poster,181,69.3
view manuscript poster session,181,69.3
paper is organized as,181,69.3
is organized as follows,181,69.3
can be used to,175,67.0
the results of the,175,67.0
db db db db,175,67.0
abstract cards page poster,174,66.7
cards page poster session,174,66.7
page view manuscript oral,173,66.3
view manuscript oral session,173,66.3
of the proposed method,170,65.1
in this section we,166,63.6
are shown in table,161,61.7
the output of the,160,61.3
is based on the,158,60.5
search interspeech detailed author,156,59.8
interspeech table of contents,151,57.8
table of contents page,151,57.8
it can be seen,148,56.7
word error rate wer,142,54.4
in terms of the,141,54.0
gaussian mixture model gmm,138,52.9
the size of the,138,52.9
we can see that,137,52.5
the rest of the,135,51.7
deep neural networks dnns,134,51.3
can be found in,134,51.3
on the test set,130,49.8
the results show that,130,49.8
show that the proposed,127,48.6
as shown in figure,127,48.6
university of edinburgh uk,121,46.4
hidden markov model hmm,121,46.4
of the speech signal,119,45.6
of the vocal tract,118,45.2
that the proposed method,118,45.2
in the training data,118,45.2
can be seen that,117,44.8
performance of the proposed,114,43.7
the duration of the,114,43.7
it is possible to,112,42.9
is shown in figure,112,42.9
at the same time,111,42.5
in this paper the,111,42.5
abstract cards page oral,111,42.5
cards page oral session,111,42.5
this paper we present,110,42.1
improve the performance of,109,41.8
statistical parametric speech synthesis,107,41.0
the proposed method is,107,41.0
the quality of the,105,40.2
probabilistic linear discriminant analysis,104,39.8
of this paper is,104,39.8
and the number of,102,39.1
the effectiveness of the,102,39.1
we would like to,101,38.7
for automatic speech recognition,99,37.9
the fact that the,98,37.5
as shown in table,97,37.2
experimental results show that,96,36.8
page abstract this paper,96,36.8
in the presence of,95,36.4
the length of the,95,36.4
of the number of,94,36.0
of the paper is,93,35.6
the paper is organized,93,35.6
have been shown to,92,35.2
on the development set,92,35.2
results are shown in,92,35.2
chinese academy of sciences,91,34.9
this work was supported,91,34.9
organized as follows section,90,34.5
at the end of,89,34.1
academy of sciences china,88,33.7
the parameters of the,88,33.7
work was supported by,88,33.7
this paper we investigate,87,33.3
page wed-p- page wed-p-,87,33.3
as function of the,86,32.9
equal error rate eer,86,32.9
we propose to use,86,32.9
the end of the,85,32.6
page mon-p- page mon-p-,84,32.2
where is the number,84,32.2
would like to thank,84,32.2
has been shown to,83,31.8
to improve the performance,83,31.8
of the training data,83,31.8
shown in figure the,83,31.8
this paper is organized,83,31.8
is one of the,82,31.4
one of the most,82,31.4
as can be seen,81,31.0
university of cambridge uk,80,30.6
male and female speakers,80,30.6
page abstract in this,80,30.6
carnegie mellon university usa,79,30.3
in the training set,79,30.3
in addition to the,78,29.9
the posterior probability of,78,29.9
interspeech computational paralinguistics challenge,77,29.5
university of southern california,77,29.5
the number of parameters,77,29.5
it has been shown,77,29.5
recurrent neural network language,77,29.5
as described in section,77,29.5
the effect of the,77,29.5
can be seen in,77,29.5
in the form of,76,29.1
amount of training data,76,29.1
the difference between the,76,29.1
of southern california usa,75,28.7
university of texas at,75,28.7
of texas at dallas,75,28.7
universal background model ubm,75,28.7
abstract in this paper,75,28.7
to the number of,75,28.7
effectiveness of the proposed,75,28.7
on the basis of,74,28.3
the word error rate,74,28.3
as shown in fig,74,28.3
rest of the paper,74,28.3
the accuracy of the,73,28.0
used to train the,73,28.0
shown in table the,72,27.6
can be seen as,71,27.2
was supported by the,71,27.2
mean and standard deviation,71,27.2
used in this study,70,26.8
the other hand the,70,26.8
in the previous section,70,26.8
to the fact that,70,26.8
conclusions in this paper,70,26.8
automatic speaker veri cation,69,26.4
johns hopkins university usa,69,26.4
speech recognition asr systems,69,26.4
as part of the,69,26.4
to be able to,69,26.4
in the next section,69,26.4
in the same way,68,26.0
large vocabulary continuous speech,68,26.0
neural network language model,68,26.0
page mon-o- page mon-o-,68,26.0
page tue-p- page tue-p-,68,26.0
are presented in table,68,26.0
wed-p- page wed-p- page,67,25.7
page view manuscript special,67,25.7
view manuscript special session,67,25.7
acknowledgements this work was,67,25.7
vocabulary continuous speech recognition,66,25.3
mon-p- page mon-p- page,66,25.3
manuscript poster session speech,66,25.3
as the number of,65,24.9
support vector machine svm,65,24.9
page poster session speech,65,24.9
show and tell session,64,24.5
the context of the,64,24.5
texas at dallas usa,64,24.5
in the present study,64,24.5
linear discriminant analysis lda,64,24.5
linear discriminant analysis plda,63,24.1
for speaker veri cation,63,24.1
can be obtained by,63,24.1
deep neural networks dnn,62,23.7
long short-term memory lstm,62,23.7
is de ned as,62,23.7
can be used for,61,23.4
has been shown that,61,23.4
page wed-o- page wed-o-,61,23.4
is shown in fig,61,23.4
are shown in figure,61,23.4
it is important to,60,23.0
paper we propose to,60,23.0
the distribution of the,60,23.0
can be applied to,60,23.0
is defined as the,60,23.0
in this case the,60,23.0
fau erlangen-n rnberg germany,59,22.6
for the purpose of,59,22.6
in automatic speech recognition,59,22.6
standard deviation of the,59,22.6
neural network language models,59,22.6
the use of the,59,22.6
evaluate the performance of,59,22.6
it is clear that,59,22.6
we show that the,58,22.2
of the target speaker,58,22.2
of automatic speech recognition,58,22.2
this paper we describe,58,22.2
it should be noted,58,22.2
the sum of the,58,22.2
results are presented in,58,22.2
can see that the,58,22.2
in this work the,57,21.8
page thu-p- page thu-p-,57,21.8
is the total number,57,21.8
conclusions and future work,57,21.8
as follows in section,57,21.8
be seen that the,57,21.8
was found to be,56,21.5
it was shown that,56,21.5
maximum likelihood linear regression,56,21.5
should be noted that,56,21.5
is due to the,56,21.5
the degree of nativeness,55,21.1
we were able to,55,21.1
in order to obtain,55,21.1
from the training data,55,21.1
where and are the,55,21.1
due to the fact,55,21.1
of deep neural network,54,20.7
idiap research institute switzerland,54,20.7
been shown to be,54,20.7
is applied to the,54,20.7
mean and variance normalization,54,20.7
can be used as,54,20.7
index terms speech recognition,54,20.7
to the best of,53,20.3
the estimation of the,53,20.3
of deep neural networks,53,20.3
the number of hidden,53,20.3
voice activity detection vad,53,20.3
mon-o- page mon-o- page,53,20.3
tue-p- page tue-p- page,53,20.3
the results are shown,53,20.3
are presented in section,53,20.3
the relationship between the,52,19.9
neural network dnn based,52,19.9
the structure of the,52,19.9
in contrast to the,52,19.9
used to estimate the,52,19.9
university of washington usa,51,19.5
the input to the,51,19.5
an overview of the,51,19.5
continues next page interspeech,51,19.5
next page interspeech table,51,19.5
page interspeech table of,51,19.5
of interspeech abstract cards,51,19.5
we assume that the,51,19.5
and standard deviation of,51,19.5
the number of frames,51,19.5
was used as the,51,19.5
neural network acoustic models,50,19.2
deep neural networks for,50,19.2
it is shown that,50,19.2
reduce the number of,50,19.2
this paper we use,50,19.2
we found that the,50,19.2
we are interested in,50,19.2
in this paper is,50,19.2
in our previous work,50,19.2
it is necessary to,50,19.2
used in this work,50,19.2
in order to evaluate,50,19.2
this paper we have,50,19.2
block diagram of the,50,19.2
table shows the results,50,19.2
the same way as,49,18.8
that the performance of,49,18.8
are based on the,49,18.8
the best of our,49,18.8
best of our knowledge,49,18.8
is assumed to be,49,18.8
is used as the,49,18.8
of the proposed system,49,18.8
is referred to as,49,18.8
organized as follows in,49,18.8
is shown in table,49,18.8
the training data and,49,18.8
of the proposed approach,48,18.4
state of the art,48,18.4
to evaluate the performance,48,18.4
of contents page oral,48,18.4
contents page oral session,48,18.4
as shown in the,48,18.4
september dresden germany figure,48,18.4
the case of the,48,18.4
session spoken language understanding,47,18.0
the weights of the,47,18.0
recurrent neural networks rnns,47,18.0
of the training set,47,18.0
wed-o- page wed-o- page,47,18.0
university usa page abstract,47,18.0
for this manuscript page,47,18.0
this manuscript page view,47,18.0
manuscript page view manuscript,47,18.0
authors would like to,47,18.0
described in section the,47,18.0
be due to the,47,18.0
deep neural network acoustic,46,17.6
poster session speech synthesis,46,17.6
gaussian mixture models gmms,46,17.6
to deal with the,46,17.6
university of she eld,46,17.6
of she eld uk,46,17.6
the last hidden layer,46,17.6
referred to as the,46,17.6
this paper presents novel,46,17.6
an important role in,46,17.6
number of hidden layers,46,17.6
compare the performance of,46,17.6
to that of the,46,17.6
can be considered as,46,17.6
are shown in fig,46,17.6
figure block diagram of,46,17.6
the mean of the,46,17.6
in our experiments we,46,17.6
the first hidden layer,46,17.6
ibm watson research center,45,17.2
the automatic detection of,45,17.2
in comparison to the,45,17.2
for the task of,45,17.2
at the time of,45,17.2
this paper we introduce,45,17.2
an estimate of the,45,17.2
in this study the,45,17.2
the same number of,45,17.2
zero resource speech challenge,45,17.2
thu-p- page thu-p- page,45,17.2
used for training the,45,17.2
can be expressed as,45,17.2
the dimension of the,45,17.2
is similar to the,45,17.2
speech and language processing,44,16.9
speaker veri cation spoo,44,16.9
veri cation spoo ng,44,16.9
spoo ng and countermeasures,44,16.9
of this work is,44,16.9
it is observed that,44,16.9
results showed that the,44,16.9
trinity college dublin ireland,44,16.9
this paper we proposed,44,16.9
compared to the baseline,44,16.9
the total variability matrix,44,16.9
page tue-o- page tue-o-,44,16.9
used for training and,44,16.9
are given in table,44,16.9
science foundation of china,44,16.9
at the beginning of,44,16.9
at the level of,43,16.5
university of hong kong,43,16.5
on the training set,43,16.5
watson research center usa,43,16.5
continuous speech recognition lvcsr,43,16.5
recurrent neural network rnn,43,16.5
in the speech signal,43,16.5
on top of the,43,16.5
features extracted from the,43,16.5
used in this paper,43,16.5
the authors would like,43,16.5
conclusion in this paper,43,16.5
cation spoo ng and,42,16.1
poster session speech and,42,16.1
using deep neural networks,42,16.1
an automatic speech recognition,42,16.1
in order to improve,42,16.1
institute of technology usa,42,16.1
by the number of,42,16.1
participants were asked to,42,16.1
the distance between the,42,16.1
abstract this paper presents,42,16.1
the left and right,42,16.1
shows the results of,42,16.1
order to evaluate the,42,16.1
september dresden germany the,42,16.1
in section we describe,42,16.1
ae ae ae ae,42,16.1
for deep neural network,41,15.7
deep neural network for,41,15.7
can be represented as,41,15.7
at the output layer,41,15.7
presented in this paper,41,15.7
have been proposed to,41,15.7
work in this paper,41,15.7
page thu-o- page thu-o-,41,15.7
interspeech brief author index,41,15.7
brief author index page,41,15.7
abstract cards page special,41,15.7
cards page special session,41,15.7
shown in fig the,41,15.7
the same as the,41,15.7
the rest of this,41,15.7
the interspeech computational paralinguistics,40,15.3
deep neural networks in,40,15.3
that the proposed approach,40,15.3
to the use of,40,15.3
can also be used,40,15.3
an extension of the,40,15.3
we focus on the,40,15.3
stochastic gradient descent sgd,40,15.3
the average of the,40,15.3
development and test sets,40,15.3
this research was supported,40,15.3
mel frequency cepstral coefficients,40,15.3
natural science foundation of,40,15.3
can be written as,40,15.3
an example of the,40,15.3
speaker and language recognition,39,14.9
wall street journal wsj,39,14.9
experiments are conducted on,39,14.9
the training data the,39,14.9
in the production of,39,14.9
than that of the,39,14.9
based on deep neural,39,14.9
the input of the,39,14.9
our goal is to,39,14.9
the standard deviation of,39,14.9
that can be used,39,14.9
it is assumed that,39,14.9
the average number of,39,14.9
by the fact that,39,14.9
the number of words,39,14.9
is the same as,39,14.9
on the training data,39,14.9
the results for the,39,14.9
the wall street journal,38,14.6
convolutional neural networks for,38,14.6
for spoken language understanding,38,14.6
the goal of this,38,14.6
brno university of technology,38,14.6
this suggests that the,38,14.6
we are able to,38,14.6
the proposed approach is,38,14.6
can be used in,38,14.6
markov model hmm based,38,14.6
this paper is to,38,14.6
be found in the,38,14.6
follows in section we,38,14.6
are summarized in table,38,14.6
shrikanth narayanan university of,37,14.2
narayanan university of southern,37,14.2
of hong kong china,37,14.2
the aim of this,37,14.2
speech analysis and representation,37,14.2
poster session spoken language,37,14.2
the deep neural network,37,14.2
in spoken dialogue systems,37,14.2
this work we propose,37,14.2
the in uence of,37,14.2
for the sake of,37,14.2
in order to reduce,37,14.2
this paper focuses on,37,14.2
in the number of,37,14.2
gaussian mixture models gmm,37,14.2
taking into account the,37,14.2
georgia institute of technology,37,14.2
results in terms of,37,14.2
of words in the,37,14.2
convolutional neural networks cnns,37,14.2
can be interpreted as,37,14.2
is given by the,37,14.2
is structured as follows,37,14.2
is illustrated in figure,37,14.2
is supported by the,37,14.2
in the future we,37,14.2
as follows section describes,37,14.2
it is difficult to,37,14.2
neural networks for speech,36,13.8
session speech analysis and,36,13.8
deep neural network based,36,13.8
the dnn is trained,36,13.8
the proposed method can,36,13.8
increasing the number of,36,13.8
take into account the,36,13.8
address the problem of,36,13.8
to evaluate the proposed,36,13.8
large vocabulary speech recognition,36,13.8
the level of the,36,13.8
to further improve the,36,13.8
of speech and noise,36,13.8
