ngram,count,per_million
of the,24308,9311.5
in the,14065,5387.8
to the,8191,3137.7
on the,7053,2701.7
for the,6971,2670.3
and the,6408,2454.7
can be,4765,1825.3
in this,4730,1811.9
from the,4584,1756.0
with the,4442,1701.6
that the,4316,1653.3
number of,3847,1473.6
based on,3690,1413.5
by the,3468,1328.5
is the,3443,1318.9
this paper,3018,1156.1
the proposed,2884,1104.8
the same,2869,1099.0
to be,2841,1088.3
as the,2790,1068.7
speech recognition,2625,1005.5
it is,2590,992.1
for each,2409,922.8
using the,2330,892.5
of speech,2240,858.1
used to,2063,790.3
such as,1944,744.7
the number,1872,717.1
the results,1815,695.3
at the,1788,684.9
the speech,1763,675.3
between the,1731,663.1
the training,1720,658.9
set of,1681,643.9
used in,1568,600.6
the performance,1550,593.7
neural network,1534,587.6
used for,1507,577.3
for this,1499,574.2
has been,1495,572.7
which is,1494,572.3
due to,1451,555.8
performance of,1417,542.8
in order,1415,542.0
the first,1410,540.1
training data,1397,535.1
order to,1391,532.8
neural networks,1385,530.5
have been,1366,523.3
compared to,1357,519.8
the best,1311,502.2
in section,1290,494.2
in table,1285,492.2
paper we,1284,491.9
shown in,1282,491.1
this work,1271,486.9
is used,1260,482.7
we use,1205,461.6
university of,1204,461.2
as well,1171,448.6
the dnn,1161,444.7
speech synthesis,1150,440.5
the target,1149,440.1
speech and,1146,439.0
than the,1141,437.1
deep neural,1136,435.2
the baseline,1124,430.6
show that,1110,425.2
is to,1101,421.8
this is,1094,419.1
the input,1093,418.7
use of,1092,418.3
of this,1083,414.9
the other,1071,410.3
is not,1070,409.9
we have,1056,404.5
the two,1054,403.7
the acoustic,1049,401.8
in figure,1029,394.2
the speaker,1005,385.0
the model,1003,384.2
well as,994,380.8
the following,986,377.7
all the,986,377.7
of each,976,373.9
in our,968,370.8
the output,938,359.3
proposed method,927,355.1
trained on,921,352.8
the second,908,347.8
the data,905,346.7
the test,904,346.3
the most,897,343.6
we can,897,343.6
terms of,896,343.2
in terms,890,340.9
shows the,886,339.4
of these,885,339.0
we propose,884,338.6
the system,883,338.2
we also,883,338.2
according to,880,337.1
over the,878,336.3
speaker recognition,873,334.4
where the,871,333.6
are used,867,332.1
this study,862,330.2
was used,848,324.8
described in,845,323.7
and is,843,322.9
language model,841,322.2
in speech,838,321.0
we used,831,318.3
for all,823,315.3
classi cation,818,313.3
error rate,817,313.0
does not,816,312.6
this manuscript,813,311.4
as follows,812,311.0
be used,802,307.2
interspeech abstract,796,304.9
abstract cards,796,304.9
search hub,796,304.9
hub toc,796,304.9
toc for,796,304.9
dresden germany,792,303.4
used as,785,300.7
september dresden,779,298.4
view manuscript,778,298.0
page abstract,777,297.6
copyright isca,776,297.3
for speech,775,296.9
there is,773,296.1
the word,763,292.3
the use,759,290.7
features are,754,288.8
index terms,753,288.4
for example,751,287.7
the original,750,287.3
are the,749,286.9
when the,748,286.5
in addition,747,286.1
manuscript interspeech,744,285.0
test set,734,281.2
cards page,734,281.2
automatic speech,732,280.4
results of,732,280.4
that is,720,275.8
able to,720,275.8
in which,720,275.8
of an,718,275.0
where is,715,273.9
to improve,706,270.4
speech signal,703,269.3
consists of,701,268.5
amount of,698,267.4
one of,692,265.1
there are,692,265.1
acoustic features,691,264.7
that are,687,263.2
which are,687,263.2
the mean,686,262.8
analysis of,683,261.6
will be,680,260.5
may be,676,258.9
improve the,675,258.6
applied to,672,257.4
of our,670,256.7
acoustic models,669,256.3
features and,669,256.3
as in,667,255.5
results in,664,254.4
the current,659,252.4
by using,658,252.1
use the,654,250.5
is that,653,250.1
model the,652,249.8
note that,646,247.5
effect of,644,246.7
hidden layers,643,246.3
could be,642,245.9
experimental results,642,245.9
training and,641,245.5
each of,640,245.2
acoustic model,640,245.2
the feature,640,245.2
do not,640,245.2
while the,635,243.2
part of,633,242.5
and are,632,242.1
were used,628,240.6
are not,627,240.2
is an,623,238.6
similar to,621,237.9
hidden layer,621,237.9
work we,620,237.5
to train,618,236.7
types of,616,236.0
training set,612,234.4
is also,607,232.5
the average,607,232.5
of and,604,231.4
results are,600,229.8
features for,597,228.7
model is,592,226.8
presented in,586,224.5
the asr,582,222.9
the corresponding,582,222.9
both the,579,221.8
and then,577,221.0
and for,572,219.1
obtained by,571,218.7
for both,570,218.3
with respect,567,217.2
respect to,567,217.2
di erent,567,217.2
the context,566,216.8
et al,565,216.4
as an,562,215.3
of all,559,214.1
system is,559,214.1
better than,557,213.4
to use,557,213.4
into the,555,212.6
in an,555,212.6
we present,551,211.1
the development,548,209.9
speech data,536,205.3
in fig,536,205.3
since the,534,204.6
figure shows,534,204.6
corresponding to,532,203.8
in each,530,203.0
for training,529,202.6
speech enhancement,528,202.3
case of,522,200.0
the case,520,199.2
the total,517,198.0
they are,516,197.7
should be,515,197.3
and in,513,196.5
if the,512,196.1
the previous,509,195.0
extracted from,508,194.6
distribution of,508,194.6
used the,508,194.6
combination of,506,193.8
data and,504,193.1
to obtain,498,190.8
it can,498,190.8
poster session,497,190.4
followed by,497,190.4
duration of,497,190.4
is trained,496,190.0
from to,495,189.6
oral session,489,187.3
the time,488,186.9
the evaluation,486,186.2
of training,484,185.4
feature extraction,480,183.9
section we,477,182.7
of features,476,182.3
during the,473,181.2
for speaker,473,181.2
in both,470,180.0
set to,470,180.0
however the,469,179.7
the effect,469,179.7
is based,468,179.3
the features,468,179.3
to evaluate,468,179.3
is shown,467,178.9
size of,467,178.9
as shown,467,178.9
word error,466,178.5
results for,465,178.1
the task,465,178.1
speech in,464,177.7
which the,464,177.7
it was,464,177.7
quality of,463,177.4
instead of,462,177.0
of speaker,461,176.6
evaluate the,460,176.2
results show,459,175.8
features in,458,175.4
page view,456,174.7
did not,455,174.3
with an,454,173.9
representation of,454,173.9
feature vector,453,173.5
the rst,450,172.4
vocal tract,448,171.6
only the,448,171.6
of different,445,170.5
output layer,445,170.5
the last,443,169.7
the standard,443,169.7
function of,441,168.9
method is,440,168.5
of data,440,168.5
are shown,440,168.5
data the,438,167.8
and their,435,166.6
speech is,434,166.2
table shows,434,166.2
that of,433,165.9
speech signals,433,165.9
showed that,432,165.5
veri cation,430,164.7
figure the,430,164.7
up to,429,164.3
the three,429,164.3
accuracy of,428,164.0
our experiments,428,164.0
results on,427,163.6
to model,426,163.2
the spectral,423,162.0
recurrent neural,423,162.0
within the,423,162.0
related to,422,161.7
gaussian mixture,422,161.7
and test,422,161.7
the network,422,161.7
of words,422,161.7
and to,421,161.3
sequence of,420,160.9
more than,420,160.9
shown to,418,160.1
obtained from,417,159.7
given by,417,159.7
the resulting,417,159.7
to estimate,416,159.4
trained with,416,159.4
shown that,415,159.0
range of,413,158.2
model for,413,158.2
evaluation of,413,158.2
the final,412,157.8
of speakers,409,156.7
reduce the,409,156.7
approach to,409,156.7
the signal,407,155.9
data is,406,155.5
in all,405,155.1
derived from,404,154.8
data from,403,154.4
the noise,403,154.4
of acoustic,402,154.0
context of,401,153.6
rather than,401,153.6
value of,401,153.6
language models,400,153.2
the experiments,397,152.1
probability of,397,152.1
the language,396,151.7
about the,396,151.7
the i-vector,395,151.3
be seen,395,151.3
difference between,395,151.3
the conventional,394,150.9
data for,393,150.5
model and,393,150.5
rate of,392,150.2
paper is,392,150.2
with different,392,150.2
show tell-,390,149.4
signi cant,390,149.4
the main,390,149.4
then the,390,149.4
shows that,388,148.6
associated with,387,148.2
found that,387,148.2
is given,387,148.2
speaker adaptation,386,147.9
training the,385,147.5
future work,385,147.5
detection of,384,147.1
words in,382,146.3
we will,379,145.2
is performed,378,144.8
to reduce,378,144.8
this approach,378,144.8
table the,378,144.8
approach is,376,144.0
features the,376,144.0
the next,376,144.0
speaker veri,375,143.6
the accuracy,374,143.3
and its,373,142.9
given the,373,142.9
that we,373,142.9
asr system,373,142.9
feature set,372,142.5
the audio,371,142.1
it has,370,141.7
the method,370,141.7
through the,370,141.7
the corpus,369,141.3
speaker and,368,141.0
the parameters,368,141.0
speaker verification,363,139.1
hours of,363,139.1
which can,363,139.1
to this,360,137.9
signi cantly,360,137.9
the whole,360,137.9
the utterance,359,137.5
the user,359,137.5
the difference,359,137.5
is applied,357,136.8
the problem,357,136.8
other hand,356,136.4
the frequency,355,136.0
method for,355,136.0
compared with,355,136.0
to detect,354,135.6
performance in,354,135.6
training of,352,134.8
the overall,352,134.8
spoken language,351,134.5
be the,351,134.5
to have,350,134.1
development set,350,134.1
and we,350,134.1
proposed in,350,134.1
so that,349,133.7
estimate the,349,133.7
output of,349,133.7
speech the,348,133.3
need to,348,133.3
to generate,347,132.9
and speech,346,132.5
synthetic speech,346,132.5
supported by,346,132.5
to perform,345,132.2
estimation of,343,131.4
clean speech,343,131.4
our proposed,342,131.0
most of,341,130.6
we are,340,130.2
recognition asr,340,130.2
author index,340,130.2
manuscript of,340,130.2
are also,339,129.9
the different,339,129.9
that it,338,129.5
data in,338,129.5
comparison of,337,129.1
level of,337,129.1
would be,337,129.1
degree of,336,128.7
models for,336,128.7
the quality,336,128.7
the reference,336,128.7
to make,334,127.9
in particular,334,127.9
to provide,334,127.9
trained using,334,127.9
the hidden,333,127.6
models are,333,127.6
denotes the,333,127.6
the vocal,332,127.2
total of,332,127.2
this section,332,127.2
db db,331,126.8
system the,330,126.4
feature vectors,330,126.4
defined as,330,126.4
at least,329,126.0
words and,329,126.0
is then,329,126.0
mean and,329,126.0
of two,329,126.0
system for,328,125.6
baseline system,328,125.6
are presented,327,125.3
acoustic modeling,324,124.1
is obtained,324,124.1
features to,324,124.1
each speaker,324,124.1
the posterior,323,123.7
carried out,322,123.3
parameters of,322,123.3
characteristics of,321,123.0
is more,321,123.0
speech production,320,122.6
proposed approach,320,122.6
after the,318,121.8
the authors,318,121.8
speech quality,317,121.4
input features,317,121.4
between and,316,121.0
the new,316,121.0
we show,316,121.0
to each,316,121.0
that can,315,120.7
focus on,315,120.7
into account,315,120.7
the speakers,314,120.3
