ngram,count,per_million
in this paper we,1071,460.1
september makuhari chiba japan,782,335.9
search hub toc for,781,335.5
hub toc for this,781,335.5
toc for this manuscript,781,335.5
for this manuscript interspeech,741,318.3
this manuscript interspeech abstract,741,318.3
manuscript interspeech abstract cards,741,318.3
interspeech abstract cards page,722,310.2
the performance of the,369,158.5
abstract cards page view,355,152.5
cards page view manuscript,355,152.5
on the other hand,318,136.6
is the number of,268,115.1
this paper we propose,264,113.4
interspeech detailed author index,254,109.1
in the case of,252,108.3
automatic speech recognition asr,220,94.5
the total number of,219,94.1
copyright isca september makuhari,217,93.2
isca september makuhari chiba,217,93.2
as well as the,210,90.2
in this work we,197,84.6
can be used to,195,83.8
page tue-ses page tue-ses,195,83.8
page wed-ses page wed-ses,192,82.5
is based on the,185,79.5
with respect to the,184,79.0
results show that the,177,76.0
show that the proposed,172,73.9
the size of the,157,67.4
in this section we,156,67.0
tue-ses page tue-ses page,155,66.6
as shown in figure,155,66.6
is organized as follows,154,66.2
wed-ses page wed-ses page,153,65.7
page abstract this paper,150,64.4
in the context of,149,64.0
for each of the,148,63.6
paper is organized as,148,63.6
experimental results show that,144,61.9
on the basis of,143,61.4
interspeech table of contents,133,57.1
table of contents page,133,57.1
page mon-ses page mon-ses,130,55.8
page view manuscript wed-ses,130,55.8
the results of the,127,54.6
abstract in this paper,126,54.1
page thu-ses page thu-ses,123,52.8
the parameters of the,122,52.4
in terms of the,121,52.0
search interspeech detailed author,118,50.7
amount of training data,115,49.4
page abstract in this,115,49.4
abstract cards page tue-ses,115,49.4
page view manuscript tue-ses,114,49.0
gaussian mixture model gmm,113,48.5
in this study we,112,48.1
of the number of,112,48.1
university of southern california,111,47.7
of the speech signal,110,47.3
can be found in,110,47.3
of southern california usa,109,46.8
of the proposed method,109,46.8
it can be seen,109,46.8
of the vocal tract,106,45.5
that the proposed method,105,45.1
this paper we present,105,45.1
the rest of the,105,45.1
as shown in fig,105,45.1
db db db db,105,45.1
hidden markov model hmm,104,44.7
the quality of the,104,44.7
mon-ses page mon-ses page,104,44.7
at the same time,101,43.4
the effect of the,101,43.4
ibm watson research center,99,42.5
watson research center usa,99,42.5
it is possible to,99,42.5
the fact that the,99,42.5
the length of the,97,41.7
thu-ses page thu-ses page,97,41.7
we can see that,96,41.2
is shown in figure,95,40.8
the results show that,94,40.4
of this paper is,94,40.4
abstract cards page wed-ses,94,40.4
are shown in table,94,40.4
in the training data,93,40.0
for automatic speech recognition,92,39.5
the difference between the,92,39.5
and the number of,91,39.1
in the form of,87,37.4
university of california at,87,37.4
is defined as the,87,37.4
the output of the,86,36.9
the end of the,86,36.9
the accuracy of the,85,36.5
this work was supported,85,36.5
time in this paper,83,35.7
abstract cards page mon-ses,83,35.7
where is the number,83,35.7
at the end of,82,35.2
in addition to the,82,35.2
the duration of the,82,35.2
can be seen that,82,35.2
maximum likelihood linear regression,81,34.8
improve the performance of,81,34.8
is one of the,79,33.9
large vocabulary continuous speech,79,33.9
university of texas at,79,33.9
to the number of,79,33.9
word error rate wer,79,33.9
this paper is organized,79,33.9
one of the most,78,33.5
the use of the,78,33.5
in this paper the,78,33.5
would like to thank,78,33.5
to the fact that,76,32.6
page view manuscript mon-ses,76,32.6
it is important to,75,32.2
support vector machine svm,75,32.2
of the training data,75,32.2
as shown in table,75,32.2
vocabulary continuous speech recognition,74,31.8
in automatic speech recognition,74,31.8
page view manuscript thu-ses,74,31.8
abstract cards page thu-ses,74,31.8
shown in figure the,74,31.8
as follows in section,74,31.8
as described in section,74,31.8
of texas at dallas,73,31.4
voice activity detection vad,73,31.4
in this case the,73,31.4
in this paper is,72,30.9
performance of the proposed,72,30.9
the distribution of the,72,30.9
in the previous section,72,30.9
the effectiveness of the,72,30.9
the estimation of the,71,30.5
as can be seen,71,30.5
to be able to,70,30.1
gaussian mixture models gmms,70,30.1
carnegie mellon university usa,70,30.1
in the presence of,70,30.1
evaluate the performance of,69,29.6
in the training set,69,29.6
we show that the,68,29.2
the number of words,68,29.2
in the same way,68,29.2
is the total number,68,29.2
the paper is organized,68,29.2
organized as follows section,67,28.8
the proposed method is,66,28.4
the sum of the,66,28.4
this paper we investigate,66,28.4
the training and test,66,28.4
the other hand the,66,28.4
institute of technology japan,65,27.9
texas at dallas usa,65,27.9
can be seen as,65,27.9
as the number of,65,27.9
results are shown in,65,27.9
is shown in fig,65,27.9
the word error rate,64,27.5
chinese academy of sciences,64,27.5
we would like to,64,27.5
used to train the,64,27.5
radboud universiteit nijmegen the,63,27.1
universiteit nijmegen the netherlands,63,27.1
academy of sciences china,63,27.1
the basis of the,63,27.1
the likelihood of the,63,27.1
as function of the,62,26.6
state of the art,62,26.6
the dimension of the,62,26.6
for the purpose of,61,26.2
can be written as,61,26.2
can be expressed as,60,25.8
can be used for,59,25.3
university of edinburgh uk,59,25.3
of automatic speech recognition,59,25.3
can be used as,59,25.3
to evaluate the performance,59,25.3
the posterior probability of,59,25.3
used in this work,59,25.3
the characteristics of the,58,24.9
nist speaker recognition evaluation,58,24.9
is applied to the,58,24.9
male and female speakers,58,24.9
has been shown to,58,24.9
are shown in figure,58,24.9
it should be noted,58,24.9
in the next section,58,24.9
at the beginning of,58,24.9
organized as follows in,58,24.9
the beginning of the,58,24.9
the value of the,57,24.5
work was supported by,57,24.5
is de ned as,57,24.5
the in uence of,56,24.1
in order to obtain,56,24.1
are based on the,56,24.1
on the development set,56,24.1
to that of the,56,24.1
abstract this paper presents,56,24.1
follows in section we,56,24.1
speaker characterization and recognition,55,23.6
compared to the baseline,55,23.6
deutsche telekom laboratories germany,55,23.6
the number of speakers,55,23.6
can be seen in,55,23.6
presented in this paper,54,23.2
university of science technology,54,23.2
it is necessary to,54,23.2
hidden markov models hmms,54,23.2
the amount of training,54,23.2
index terms speech recognition,54,23.2
due to the fact,53,22.8
to improve the performance,53,22.8
can be obtained by,53,22.8
as part of the,53,22.8
shown in fig the,53,22.8
shown in table the,53,22.8
was supported by the,53,22.8
university of cambridge uk,52,22.3
in our previous work,52,22.3
of the proposed approach,52,22.3
of the paper is,52,22.3
can see that the,52,22.3
continuous speech recognition lvcsr,51,21.9
for hmm-based speech synthesis,51,21.9
the relationship between the,51,21.9
shrikanth narayanan university of,51,21.9
narayanan university of southern,51,21.9
the nature of the,51,21.9
than that of the,51,21.9
should be noted that,51,21.9
university of tokyo japan,50,21.5
we focus on the,50,21.5
this paper we describe,50,21.5
in this work the,50,21.5
when the number of,50,21.5
the same as the,50,21.5
is the set of,50,21.5
are presented in section,50,21.5
the robustness of the,49,21.1
the position of the,49,21.1
idiap research institute switzerland,49,21.1
in order to evaluate,49,21.1
the results for the,49,21.1
authors would like to,49,21.1
block diagram of the,49,21.1
in the present study,48,20.6
brno university of technology,48,20.6
are used as the,48,20.6
on the use of,48,20.6
it has been shown,48,20.6
we assume that the,48,20.6
in this study the,48,20.6
by the number of,48,20.6
acknowledgements this work was,48,20.6
the ratio of the,48,20.6
the distance between the,48,20.6
in order to be,47,20.2
tokyo institute of technology,47,20.2
paper we propose novel,47,20.2
likelihood linear regression mllr,47,20.2
of the target speaker,47,20.2
the case of the,47,20.2
the authors would like,47,20.2
are shown in fig,47,20.2
the order of the,47,20.2
described in section the,47,20.2
university of technology japan,46,19.8
rwth aachen university germany,46,19.8
proposed in this paper,46,19.8
the words in the,46,19.8
have been shown to,46,19.8
for the case of,46,19.8
an important role in,46,19.8
the number of samples,46,19.8
the variance of the,46,19.8
the probability of the,46,19.8
is shown in table,46,19.8
equal error rate eer,46,19.8
where and are the,46,19.8
in section we describe,46,19.8
is then used to,45,19.3
amount of adaptation data,45,19.3
been shown to be,45,19.3
can be achieved by,45,19.3
by the fact that,45,19.3
the same way as,45,19.3
tue-ses interspeech detailed author,45,19.3
and is the number,45,19.3
it can be observed,45,19.3
take into account the,44,18.9
in our experiments we,44,18.9
in the number of,44,18.9
number of mixture components,44,18.9
continues on next page,44,18.9
on next page interspeech,44,18.9
next page interspeech table,44,18.9
page interspeech table of,44,18.9
the mean of the,44,18.9
from the speech signal,43,18.5
of california at los,43,18.5
california at los angeles,43,18.5
at los angeles usa,43,18.5
can be applied to,43,18.5
has been shown that,43,18.5
on the number of,43,18.5
in other words the,43,18.5
supported in part by,43,18.5
it is clear that,43,18.5
from the training set,43,18.5
of science technology of,42,18.0
science technology of china,42,18.0
technology of china china,42,18.0
the nist speaker recognition,42,18.0
is assumed to be,42,18.0
are extracted from the,42,18.0
is similar to the,42,18.0
on the test set,42,18.0
makuhari chiba japan the,42,18.0
be seen that the,42,18.0
used in this study,42,18.0
section we describe the,42,18.0
acoustic and language models,41,17.6
have been proposed for,41,17.6
in order to reduce,41,17.6
described in this paper,41,17.6
it was found that,41,17.6
university of hong kong,41,17.6
this paper we have,41,17.6
the speech signal is,41,17.6
of contents page tue-ses,41,17.6
it is difficult to,41,17.6
can be seen from,41,17.6
is the same as,41,17.6
this research was supported,41,17.6
can be viewed as,41,17.6
the proposed approach is,40,17.2
this paper presents an,40,17.2
that the use of,40,17.2
when compared to the,40,17.2
this paper is to,40,17.2
of hong kong china,40,17.2
used to estimate the,40,17.2
can be considered as,40,17.2
we are interested in,40,17.2
that the performance of,40,17.2
as linear combination of,40,17.2
is used for the,40,17.2
universal background model ubm,40,17.2
with the number of,40,17.2
have been proposed to,40,17.2
tue-ses page tue-ses search,40,17.2
wed-ses interspeech detailed author,40,17.2
university japan page abstract,40,17.2
