structure,count
INTRODUCTION > METHOD > RESULTS,8
INTRODUCTION > METHOD > RESULTS > DISCUSSION,3
INTRODUCTION > METHODOLOGY > RESULTS,3
INTRODUCTION > METHODS > RESULTS,3
INTRODUCTION > METHOD > EXPERIMENTS > CONCLUSIONS > ACKNOWLEDGEMENTS,2
INTRODUCTION > METHODS > RESULTS > DISCUSSION > CONCLUSIONS,2
INTRODUCTION > MATERIALS AND METHODS > RESULTS,2
PRINTING PROBLEMS > LEFT ARROW BUTTONS AND RIGHT ARROW BUTTONS OF ADOBE READER > BOOKMARKS AND HYPERLINKS DO NOT WORK,1
INTRODUCTION > TONE4 > TONE2 > EXPERIMENTS > CONCLUSIONS > ACKNOWLEDGEMENT,1
INTRODUCTION > PROPOSED METHOD > EXPERIMENTS > CONCLUSIONS AND FUTURE WORK,1
INTRODUCTION > TF-IDF ACOUSTIC MODEL > RECOGNIZER STRUCTURE > EXPERIMENTAL RESULTS > CONCLUSION,1
INTRODUCTION > A MODEL FOR THE GENERATION PROCESS OF > PITCH TRACKING METHOD AND MSD-HMM,1
INTRODUCTION > PROBLEM FORMULATION > MULTICHANNEL NOISE REDUCTION > EXPERIMENTAL RESULTS,1
INTRODUCTION > DATA > EXPERIMENTS,1
INTRODUCTION > IMPLEMENTED TWO-STAGE KEYWORD > ESTIMATION OF PHONE MISMATCH PENALTY > EXPERIMENTAL RESULTS,1
INTRODUCTION > CORPORA > AGE SUB-CHALLENGE > GENDER SUB-CHALLENGE > CONCLUSIONS > ACKNOWLEDGEMENTS,1
INTRODUCTION > METHODS > EXPERIMENTAL RESULTS,1
INTRODUCTION > MIXER READ TRANSCRIPTION COLLECTION > EXPERIMENTAL SETUP,1
INTRODUCTION > ANALYSIS > DISCUSSION > CONCLUSIONS > ACKNOWLEDGEMENTS,1
INTRODUCTION > SPOKEN DOCUMENT RETRIEVAL FOR ORAL > INFORMATION RETRIEVAL SYSTEM,1
INTRODUCTION > DISTRIBUTED SPEECH RECOGNITION > PREDICTIVE VECTOR QUANTIZATION OF MFCC > PERFORMANCE EVALUATION > CONCLUSION,1
INTRODUCTION > RAPID ADAPTATION > INCORPORATING PRIOR KNOWLEDGE > EXPERIMENTAL RESULTS,1
INTRODUCTION > TALKING ROBOT > TRAJECTORY PRODUCTION FROM EMA DATA > EXPERIMENT,1
INTRODUCTION > MULTINOMIAL SUBSPACE MODEL > BASELINE SYSTEM > EXPERIMENTS > CONCLUSIONS AND LOOKOUT,1
INTRODUCTION > SSWPP > ASR DEVELOPMENT > CORPUS AND EVALUATION,1
INTRODUCTION > SAFE: A STATISTICAL APPROACH FOR F0 > EXPERIMENTS > CONCLUSIONS,1
INTRODUCTION > A CONTENT-BASED SELECTION METRIC > UNSUPERVISED TRAINING AS AN ITERATIVE > EXPERIMENTAL RESULTS > CONCLUSIONS,1
INTRODUCTION > CANONICAL STATE MODELS > CMLLR-BASED SYSTEMS > PRELIMINARY EXPERIMENTS > CONCLUSIONS,1
INTRODUCTION > DATA SELECTION STRATEGY > EXPERIMENT > DISCUSSION > CONCLUSION > ACKNOWLEDGEMENT,1
INTRODUCTION > NEW TECHNIQUES > SYSTEM DEVELOPMENT,1
INTRODUCTION > BML OF MIXTURE MODELS > BML OF HMMS FOR SPEECH RECOGNITION > EXPERIMENTS > CONCLUSION,1
INTRODUCTION > EXPERIMENT SETUP > EXPERIMENTAL RESULTS > CONCLUSIONS AND FUTURE WORKS,1
INTRODUCTION > PARAMETER GENERATION WITH GV MODEL > GV MODELING ON LOG POWER SPECTRUM > EXPERIMENTS > CONCLUSIONS > ACKNOWLEDGEMENTS,1
INTRODUCTION > A LINGUISTIC-PLAUSIBILITY DATASET > TAGGING THE DATASET WITH NON-EXPERT > RESULTS AND ANALYSIS > CONCLUSIONS,1
INTRODUCTION > DATA > THEORETICAL FRAMEWORK > EXPERIMENTAL SETUP > EXPERIMENTAL RESULTS AND ANALYSIS,1
INTRODUCTION > METHODS > RESULTS > DISCUSSION > CONCLUSIONS > ACKNOWLEDGMENTS,1
INTRODUCTION > VOICE-QUALITY CONTROL AND ADAPTATION > VOICE-QUALITY CONTROL AND ADAPTATION > EXPERIMENTAL EVALUATIONS,1
INTRODUCTION > BAYES DECISION RULE > BAYES RISK WITH WORD ERROR COST > EXPERIMENTS > CONCLUSIONS,1
INTRODUCTION > STATISTICAL FRAMEWORK > RHYTHM FEATURES > FORMANT FEATURES,1
INTRODUCTION > MATERIAL AND METHOD > HUMAN CLASSIFICATION > ASR CLASSIFICATION,1
INTRODUCTION > VOICE TRAINING > VOICE QUALITY PARAMETERS > PARAMETER SELECTION EXPERIMENT > ACOUSTIC CORRELATE ANALYSIS,1
INTRODUCTION > METHODS > RESULTS AND DISCUSSION > CONCLUSIONS > ACKNOWLEDGEMENTS,1
INTRODUCTION > THE REDRESS SILENT SPEECH INTERFACE > METHODOLOGY > EXPERIMENTS > RESULTS > DISCUSSION,1
INTRODUCTION > DATA > ANALYSES > RESULTS AND DISCUSSION > ACKNOWLEDGEMENTS,1
INTRODUCTION > SPEAKING STYLE CORPUS DESIGN > EXPERIMENTAL DESIGN > RESULTS > DISCUSSION,1
INTRODUCTION > IDENTIFYING RELEVANT OOVS ON THE WEB > STD FOR OOV RECOVERY > EXPERIMENTAL SETUP > RESULTS,1
INTRODUCTION > METHOD > EXPERIMENTAL RESULTS,1
INTRODUCTION > SEGMENTAL CRF MODEL > INPUTS > FEATURES,1
INTRODUCTION > PERCEPTUAL DIMENSIONS > DIRECT ASSESSMENT OF THE DIMENSIONS > RAW DATA ANALYSIS > QUALITY MODELING,1
INTRODUCTION > PROPOSED METHOD > EVALUATION > SUMMARY AND FUTURE WORK,1
INTRODUCTION > RELATED WORK > LINEAR AND N-GRAM MODELS > CORPUS DESCRIPTION,1
INTRODUCTION > SEGMENTATION GOODNESS MEASURE > DYNAMIC PROGRAMMING SOLUTION > EXPERIMENTS > CONCLUSIONS > ACKNOWLEDGEMENTS,1
INTRODUCTION > DATA > METHOD,1
INTRODUCTION > DECISION MAKING PROCESS FOR EXTRACTIVE > IMPLEMENTATION > EXPERIMENTAL SETUP,1
INTRODUCTION > THE COSINE CORPUS > LONG SHORT-TERM MEMORY > TANDEM BLSTM-HMM ARCHITECTURE > EXPERIMENTS AND RESULTS > CONCLUSION AND FUTURE WORK > ACKNOWLEDGEMENTS,1
INTRODUCTION > CHALLENGE CORPORA > CHALLENGE FEATURES > CHALLENGE BASELINES,1
INTRODUCTION > APPROACHES TO DIARIZATION > INTEGRATED APPROACH,1
INTRODUCTION > METHOD > IMPLEMENTATION,1
INTRODUCTION > CORPUS AND UTTERANCE SELECTION > HUMAN LABELING OF ANTICIPATORY > MACHINE LABELING OF ANTICIPATORY,1
INTRODUCTION > METHOD > RESULTS AND DISCUSSION > ACKNOWLEDGEMENTS,1
INTRODUCTION > REVIEW OF MODEL ADAPTATION AND > RECOGNITION EXPERIMENTS > DISCUSSION,1
SPEECH QUALITY > NOISINESS > CONTINUITY,1
INTRODUCTION > ADAPTATION FRAMEWORK > INPUT AND OUTPUT TRANSFORMATIONS > PARAMETER REDUCTION > EXPERIMENTS,1
INTRODUCTION > SCENARIOS > NOVELTY DETECTION MODULE,1
INTRODUCTION > ACCENT TRANSFORMATION APPROACH > EXPERIMENTAL SETUP > RESULTS,1
INTRODUCTION > DATA > METHODS,1
INTRODUCTION > EM-BASED NOISE ESTIMATION > SPEECH FEATURE ENHANCEMENT,1
INTRODUCTION > IMPLEMENTATION > EXPERIMENTS,1
INTRODUCTION > TRAINONTARGET > TRAINONSOURCE > TRAINONSOURCEANDTARGET > COMBINING TRAINONTARGET AND TRAINONSOURCE,1
INTRODUCTION > METHOD > RESULTS AND DISCUSSION,1
INTRODUCTION > SUBVECTOR-QUANTIZED HIGH-DENSITY > EXPERIMENTAL EVALUATION > CONCLUSIONS,1
INTRODUCTION > ERROR PREDICTION AND LEARNING > EXPERIMENTAL SETUP > EXPERIMENTAL DESIGN AND ANALYSIS,1
INTRODUCTION > RERANKING HYPOTHESES > ROUND-ROBIN DUEL DISCRIMINATION > EXPERIMENTS,1
INTRODUCTION > VECTOR SPACE MODELING FOR LANGUAGE > PHONOTACTIC FEATURE SELECTION > EXPERIMENT > CONCLUSION,1
INTRODUCTION > COMPLEX CEPSTRUM FOR GLOTTAL SOURCE > EXTENSION TO THE CHIRP ANALYSIS > EXPERIMENTS,1
INTRODUCTION > SYSTEM DESCRIPTION > NN/HMM HYBRID PHONE RECOGNISER,1
ESCALATOR > ENGAGER > EVERYWHERECONTENDER > END > EXPEDIENTS,1
INTRODUCTION > GMM-UBM SPEAKER IDENTIFICATION > THE PROPOSED DISCRIMINATIVE > EXPERIMENTS,1
INTRODUCTION > BACKGROUND AND MOTIVATION > PARTICLE FILTER BASED COMPENSATION,1
INTRODUCTION > DECISION TREE-BASED CONTEXT CLUSTERING > GPU ARCHITECTURE > IMPLEMENTATION,1
INTRODUCTION > BASELINE F0 TRANSFORMATION > PROPOSED F0 TRANSFORMATION SYSTEM > EXPERIMENTS,1
INTRODUCTION > PREDICTING TO SUPPORT TURN-TAKING > BEYOND TURN-TAKING: TURN-SHAPING,1
INTRODUCTION > DETECTION PROCESS > EXPERIMENTAL RESULTS > CONCLUSION AND FUTURE WORK,1
INTRODUCTION > LONG-TERM AND TEMPORAL FEATURES > EXPERIMENTS,1
INTRODUCTION > SUPPORT VECTOR MACHINE > FUZZY SUPPORT VECTOR MACHINE > CALCULATING FUZZY MEMBERSHIPS,1
INTRODUCTION > JAPANESE TEST COLLECTIONS FOR STD > DISCUSSIONS AND SCHEDULE > CONCLUSIONS,1
INTRODUCTION > AUDITORY MODEL > SPEECH SAMPLE AND FEATURE EXTRACTION > SIMULATION RESULTS > CONCLUSIONS AND FUTURE WORK > ACKNOWLEDGEMENTS,1
INTRODUCTION > SPEECH ENERGY RESONANCE BAND > HARMONIC PRODUCT SPECTRUM SAD,1
INTRODUCTION > MULTIMODAL INTERACTION BASED ON CAN > EXPERIMENTAL STUDY > RESULTS,1
INTRODUCTION > TEXTTILING FOR STORY SEGMENTATION > TEXTTILING WITH PHONEME LATTICE > EXPERIMENTS,1
INTRODUCTION > METHOD > RESULTS > DISCUSSION > CONCLUSIONS > ACKNOWLEDGEMENTS,1
