symbol,count,per_million_words,per_paper
paren (,61434,26391.9,78.26
colon :,19910,8553.3,25.36
percent %,9050,3887.9,11.53
"double_quote """,5395,2317.7,6.87
semicolon ;,5378,2310.4,6.85
en_dash –,3027,1300.4,3.86
bullet •,923,396.5,1.18
em_dash — (Index Terms除く),458,196.8,0.58
double_hyphen --,22,9.5,0.03
index_terms_template,7,3.0,0.01
triple_hyphen ---,1,0.4,0.0
