heading,count
SPEAKING UNDER FACE MASK,1
SPEAKER RECOGNITION,1
DATA AND ACOUSTIC ANALYSIS,1
PERCEPTUAL EXPERIMENTS AND MODELING,1
AUTOMATIC SPEAKER RECOGNITION,1
THE TONE CLASSIFICATION MODEL,1
DATASETS AND ANNOTATIONS,1
LOCAL NEIGHBORHOOD GRAPH EMBEDDINGS,1
GLOBAL SIMILARITY GRAPH EMBEDDINGS,1
DNN CHANNEL COMPENSATION,1
MICROPHONE AND TELEPHONE CORPORA,1
SYNTHESIZED CORPORA,1
I-VECTOR BASED SYSTEM,1
METADATA SENSITIVE BOTTLENECK FEATURES,1
MOTIVATIONAL INTERVIEWING DATA,1
HIERARCHICAL FRAMEWORK,1
OUT OF SET LANGUAGE MODELLING,1
PROPOSED TRAINING DATA SELECTION,1
CONVERSATIONAL DATA,1
EXPERIMENTAL METHODOLOGY,1
CH-CNMF ALGORITHM,1
STIMULATED DNN REGULARIZATION,1
STIMULATED DNN ADAPTATION,1
PROPOSED LOCAL-SPARSITY BASED ONLINE,1
PERFORMANCE EVALUATION,1
RESULT,1
THE MULTILINGUAL FEATURE FRONTEND,1
DETECTING LANGUAGE CLUSTERS,1
LONG SHORT-TERM MEMORY NETWORKS,1
MODEL ADAPTATION,1
WEB RESOURCE,1
OUTLOOK,1
THEANOLM,1
CONVERSATIONAL FINNISH ASR EXPERIMENT,1
