word,count,per_million
speech,21864,8090.8
features,10918,4040.2
data,10511,3889.6
training,8285,3065.9
system,7770,2875.3
speaker,7644,2828.7
language,6517,2411.6
acoustic,6459,2390.2
set,6357,2352.4
recognition,6286,2326.1
performance,5833,2158.5
models,5618,2078.9
feature,5393,1995.7
figure,5206,1926.5
different,5045,1866.9
word,4838,1790.3
dnn,4578,1694.1
time,4496,1663.8
noise,4492,1662.3
speakers,4029,1490.9
number,4019,1487.2
test,4007,1482.8
systems,4001,1480.6
neural,3994,1478.0
information,3820,1413.6
input,3564,1318.9
network,3551,1314.1
trained,3451,1277.0
layer,3407,1260.8
work,3400,1258.2
signal,3378,1250.0
target,3351,1240.0
words,3255,1204.5
learning,3224,1193.0
task,3192,1181.2
page,3071,1136.4
asr,3051,1129.0
analysis,2953,1092.8
experiments,2873,1063.2
output,2841,1051.3
however,2809,1039.5
university,2807,1038.7
baseline,2758,1020.6
frequency,2704,1000.6
voice,2686,994.0
corpus,2686,994.0
evaluation,2638,976.2
rate,2588,957.7
while,2578,954.0
study,2556,945.9
detection,2518,931.8
abstract,2500,925.1
error,2495,923.3
vector,2490,921.4
interspeech,2488,920.7
networks,2443,904.0
obtained,2403,889.2
audio,2400,888.1
parameters,2359,873.0
better,2308,854.1
frame,2307,853.7
level,2284,845.2
methods,2274,841.5
function,2267,838.9
utterances,2238,828.2
accuracy,2225,823.4
english,2224,823.0
conditions,2215,819.7
spectral,2196,812.6
hidden,2195,812.3
search,2182,807.5
source,2170,803.0
mean,2164,800.8
automatic,2148,794.9
context,2138,791.2
deep,2120,784.5
compared,2107,779.7
state,2079,769.3
sequence,2048,757.9
languages,2015,745.7
utterance,1995,738.3
well,1980,732.7
adaptation,1978,732.0
best,1972,729.7
order,1972,729.7
synthesis,1965,727.2
algorithm,1951,722.0
terms,1930,714.2
layers,1892,700.1
modeling,1878,695.0
research,1867,690.9
similar,1856,686.8
quality,1847,683.5
usa,1844,682.4
duration,1837,679.8
spoken,1833,678.3
scores,1833,678.3
values,1828,676.5
score,1810,669.8
processing,1764,652.8
further,1754,649.1
intelligibility,1731,640.6
average,1730,640.2
previous,1726,638.7
since,1724,638.0
new,1709,632.4
phoneme,1699,628.7
frames,1683,622.8
manuscript,1666,616.5
phone,1663,615.4
framework,1611,596.2
index,1608,595.0
found,1605,593.9
high,1599,591.7
lstm,1592,589.1
matrix,1583,585.8
standard,1578,583.9
vowel,1576,583.2
linear,1561,577.6
database,1554,575.1
noisy,1551,573.9
cation,1539,569.5
applied,1538,569.1
train,1507,557.7
case,1507,557.7
i-vector,1487,550.3
pitch,1483,548.8
sentences,1473,545.1
improvement,1465,542.1
classification,1463,541.4
single,1458,539.5
due,1452,537.3
extracted,1450,536.6
example,1447,535.5
significant,1441,533.2
without,1435,531.0
present,1424,527.0
enhancement,1420,525.5
representation,1416,524.0
relative,1409,521.4
total,1404,519.6
large,1400,518.1
wer,1399,517.7
space,1394,515.9
approaches,1389,514.0
development,1388,513.6
segments,1387,513.3
higher,1381,511.0
presented,1378,509.9
process,1374,508.5
native,1372,507.7
available,1368,506.2
size,1356,501.8
tasks,1355,501.4
corresponding,1355,501.4
signals,1352,500.3
experimental,1349,499.2
vectors,1349,499.2
distribution,1348,498.8
improve,1343,497.0
phonetic,1341,496.2
across,1335,494.0
experiment,1330,492.2
vocal,1323,489.6
prediction,1323,489.6
effect,1320,488.5
following,1316,487.0
performed,1299,480.7
sun-o-,1286,475.9
phase,1279,473.3
condition,1275,471.8
syllable,1274,471.4
thus,1273,471.1
because,1271,470.3
vowels,1271,470.3
human,1267,468.9
lexical,1267,468.9
probability,1266,468.5
tone,1264,467.7
current,1262,467.0
sentence,1260,466.3
result,1254,464.0
units,1254,464.0
combination,1253,463.7
length,1248,461.8
temporal,1247,461.5
multiple,1242,459.6
dataset,1242,459.6
several,1234,456.6
types,1234,456.6
prosodic,1229,454.8
listeners,1222,452.2
fri-p-,1221,451.8
sets,1221,451.8
estimated,1210,447.8
snr,1204,445.5
authors,1203,445.2
participants,1201,444.4
mfcc,1200,444.1
low,1199,443.7
out,1198,443.3
observed,1191,440.7
within,1190,440.4
samples,1186,438.9
recurrent,1183,437.8
sun-p-,1179,436.3
see,1175,434.8
classi,1175,434.8
described,1175,434.8
range,1174,434.4
clean,1174,434.4
difference,1173,434.1
fri-o-,1172,433.7
recordings,1161,429.6
problem,1156,427.8
hmm,1152,426.3
part,1144,423.3
emotion,1142,422.6
fusion,1141,422.2
log,1141,422.2
comparison,1133,419.3
therefore,1131,418.5
techniques,1118,413.7
many,1116,413.0
text,1116,413.0
including,1112,411.5
lower,1112,411.5
various,1107,409.6
production,1106,409.3
four,1104,408.5
value,1102,407.8
estimation,1093,404.5
view,1089,403.0
architecture,1089,403.0
selected,1086,401.9
perception,1081,400.0
