word,count,per_million
data,12315,3341.8
speech,9816,2663.6
training,9545,2590.1
set,9057,2457.7
performance,8660,2350.0
algorithm,8094,2196.4
network,7768,2107.9
signal,7758,2105.2
matrix,7417,2012.7
number,7132,1935.3
features,6996,1898.4
problem,6926,1879.4
different,6858,1861.0
time,6795,1843.9
image,6650,1804.5
function,6480,1758.4
noise,6209,1684.9
system,5715,1550.8
learning,5699,1546.5
methods,5625,1526.4
feature,5418,1470.2
models,5217,1415.7
information,5185,1407.0
input,5037,1366.8
work,4899,1329.4
layer,4798,1302.0
vector,4551,1234.9
images,4291,1164.4
error,4166,1130.5
signals,4086,1108.8
parameters,4064,1102.8
however,4023,1091.7
output,4022,1091.4
test,3867,1049.3
while,3804,1032.2
source,3785,1027.1
estimation,3783,1026.5
detection,3735,1013.5
dataset,3599,976.6
acoustic,3521,955.4
speaker,3514,953.5
frequency,3478,943.8
neural,3470,941.6
size,3424,929.1
trained,3394,921.0
obtained,3356,910.7
target,3336,905.2
since,3315,899.5
rate,3291,893.0
experiments,3286,891.7
order,3282,890.6
classification,3242,879.7
terms,3225,875.1
recognition,3185,864.3
distribution,3163,858.3
samples,3142,852.6
case,3139,851.8
following,3102,841.8
accuracy,3044,826.0
audio,3021,819.8
values,2991,811.6
networks,2928,794.5
layers,2911,789.9
corresponding,2862,776.6
loss,2859,775.8
value,2841,770.9
systems,2839,770.4
deep,2823,766.0
better,2769,751.4
algorithms,2762,749.5
estimate,2742,744.1
linear,2740,743.5
graph,2714,736.5
analysis,2699,732.4
compared,2624,712.0
thus,2591,703.1
filter,2587,702.0
figure,2587,702.0
domain,2573,698.2
channel,2566,696.3
average,2537,688.4
similar,2526,685.4
task,2508,680.6
frame,2507,680.3
mean,2472,670.8
defined,2470,670.3
probability,2465,668.9
gaussian,2426,658.3
optimization,2422,657.2
step,2420,656.7
large,2417,655.9
framework,2401,651.5
index,2395,649.9
therefore,2369,642.8
new,2367,642.3
processing,2361,640.7
propose,2345,636.3
due,2344,636.1
consider,2341,635.2
sparse,2334,633.3
high,2333,633.1
sequence,2332,632.8
log,2324,630.6
random,2309,626.6
well,2276,617.6
process,2271,616.3
solution,2271,616.3
follows,2270,616.0
note,2266,614.9
let,2225,603.8
vectors,2211,600.0
parameter,2209,599.4
optimal,2196,595.9
result,2182,592.1
space,2180,591.6
best,2164,587.2
estimated,2163,586.9
quality,2153,584.2
example,2130,578.0
baseline,2110,572.6
single,2101,570.1
representation,2092,567.7
frames,2084,565.5
structure,2081,564.7
without,2035,552.2
ieee,2023,549.0
see,2022,548.7
further,2019,547.9
sound,2011,545.7
evaluation,2011,545.7
dnn,2009,545.2
original,2005,544.1
because,2003,543.5
point,1999,542.4
spectral,1977,536.5
lstm,1977,536.5
applied,1969,534.3
obtain,1966,533.5
multiple,1955,530.5
cnn,1936,525.3
min,1930,523.7
approaches,1928,523.2
state,1913,519.1
power,1903,516.4
local,1896,514.5
prior,1894,514.0
sampling,1892,513.4
language,1892,513.4
generated,1890,512.9
real,1879,509.9
convolutional,1873,508.3
small,1862,505.3
matrices,1855,503.4
class,1852,502.6
snr,1836,498.2
architecture,1826,495.5
map,1826,495.5
video,1820,493.9
word,1816,492.8
objective,1814,492.2
previous,1793,486.5
distance,1789,485.5
experimental,1771,480.6
form,1761,477.9
many,1756,476.5
comparison,1751,475.1
denotes,1744,473.2
sample,1743,473.0
hidden,1739,471.9
spatial,1738,471.6
standard,1714,465.1
cost,1712,464.6
phase,1707,463.2
level,1687,457.8
noisy,1658,449.9
known,1652,448.3
train,1651,448.0
low,1636,443.9
total,1632,442.9
gradient,1614,438.0
array,1603,435.0
scheme,1603,435.0
considered,1600,434.2
complexity,1597,433.4
speakers,1589,431.2
several,1586,430.4
dictionary,1580,428.7
reconstruction,1570,426.0
lower,1568,425.5
coefficients,1561,423.6
higher,1552,421.1
functions,1550,420.6
datasets,1547,419.8
transform,1541,418.2
points,1540,417.9
design,1528,414.6
max,1527,414.4
prediction,1526,414.1
possible,1520,412.5
computed,1507,408.9
weight,1496,406.0
words,1495,405.7
observed,1493,405.1
available,1490,404.3
presented,1488,403.8
