word,count,per_million
data,17781,3715.5
training,14033,2932.3
performance,13244,2767.5
speech,12297,2569.6
network,11983,2504.0
set,11572,2418.1
different,10238,2139.3
learning,10163,2123.7
features,9699,2026.7
models,9310,1945.4
methods,8863,1852.0
information,8751,1828.6
loss,8593,1795.6
number,8449,1765.5
signal,8142,1701.4
algorithm,7744,1618.2
dataset,7741,1617.6
time,7685,1605.9
input,7666,1601.9
feature,7581,1584.1
function,7334,1532.5
problem,7219,1508.5
layer,6976,1457.7
matrix,6824,1425.9
image,6790,1418.8
noise,6429,1343.4
work,6198,1295.1
speaker,6058,1265.9
system,6018,1257.5
while,5684,1187.7
test,5539,1157.4
output,5525,1154.5
audio,5438,1136.3
however,5378,1123.8
graph,5350,1117.9
parameters,5286,1104.6
attention,5150,1076.1
trained,5146,1075.3
size,5116,1069.0
neural,5088,1063.2
experiments,5026,1050.2
classification,4825,1008.2
task,4824,1008.0
vector,4681,978.1
target,4586,958.3
rate,4579,956.8
samples,4562,953.3
accuracy,4558,952.4
images,4439,927.6
encoder,4365,912.1
networks,4360,911.1
layers,4320,902.7
signals,4288,896.0
error,4274,893.1
source,4257,889.5
better,4186,874.7
detection,4144,865.9
terms,3981,831.9
propose,3976,830.8
following,3971,829.8
estimation,3936,822.5
deep,3918,818.7
since,3800,794.0
distribution,3779,789.7
compared,3762,786.1
domain,3762,786.1
datasets,3657,764.2
architecture,3656,764.0
asr,3640,760.6
embedding,3589,750.0
representation,3587,749.5
corresponding,3556,743.1
baseline,3451,721.1
recognition,3439,718.6
framework,3429,716.5
ieee,3424,715.5
sequence,3424,715.5
systems,3417,714.0
obtained,3400,710.5
evaluation,3325,694.8
process,3319,693.5
acoustic,3282,685.8
order,3277,684.8
without,3225,673.9
case,3209,670.6
further,3203,669.3
thus,3188,666.2
large,3170,662.4
frequency,3156,659.5
channel,3141,656.3
linear,3114,650.7
similar,3106,649.0
value,3102,648.2
space,3082,644.0
values,3072,641.9
step,3053,638.0
best,3049,637.1
average,3021,631.3
tasks,3004,627.7
due,3003,627.5
block,2999,626.7
train,2952,616.8
structure,2945,615.4
log,2936,613.5
consider,2903,606.6
decoder,2897,605.4
index,2847,594.9
processing,2844,594.3
module,2833,592.0
well,2825,590.3
algorithms,2820,589.3
new,2809,587.0
quality,2801,585.3
figure,2792,583.4
random,2768,578.4
multiple,2753,575.3
original,2746,573.8
follows,2745,573.6
high,2742,573.0
therefore,2695,563.1
probability,2694,562.9
analysis,2678,559.6
mean,2676,559.2
optimization,2651,554.0
convolutional,2644,552.5
comparison,2632,550.0
defined,2624,548.3
applied,2608,545.0
generated,2601,543.5
filter,2579,538.9
class,2538,530.3
obtain,2521,526.8
prediction,2510,524.5
single,2493,520.9
result,2490,520.3
state,2490,520.3
example,2486,519.5
previous,2486,519.5
note,2472,516.5
approaches,2470,516.1
phase,2450,512.0
representations,2417,505.1
score,2408,503.2
point,2404,502.3
frame,2394,500.2
improve,2391,499.6
parameter,2380,497.3
estimate,2359,492.9
experimental,2353,491.7
denotes,2347,490.4
context,2339,488.8
local,2325,485.8
speakers,2311,482.9
language,2298,480.2
length,2293,479.1
see,2290,478.5
sample,2267,473.7
spatial,2257,471.6
study,2245,469.1
many,2244,468.9
distance,2242,468.5
small,2237,467.4
weights,2227,465.4
learn,2196,458.9
word,2183,456.2
embeddings,2178,455.1
knowledge,2177,454.9
gradient,2170,453.4
objective,2156,450.5
real,2149,449.1
because,2146,448.4
cost,2122,443.4
frames,2095,437.8
map,2094,437.6
let,2094,437.6
convolution,2085,435.7
label,2065,431.5
optimal,2059,430.2
labels,2053,429.0
sampling,2052,428.8
total,2049,428.2
gaussian,2043,426.9
cnn,2041,426.5
finally,2038,425.9
generate,2029,424.0
utterances,2015,421.1
adversarial,2012,420.4
weight,2012,420.4
level,1998,417.5
consists,1993,416.5
temporal,1991,416.0
standard,1990,415.8
transformer,1989,415.6
available,1986,415.0
several,1985,414.8
solution,1985,414.8
various,1980,413.7
design,1978,413.3
sound,1970,411.7
estimated,1966,410.8
noisy,1964,410.4
text,1963,410.2
evaluate,1962,410.0
even,1952,407.9
min,1951,407.7
applications,1932,403.7
global,1930,403.3
lower,1928,402.9
video,1924,402.0
part,1921,401.4
higher,1917,400.6
achieve,1911,399.3
contains,1910,399.1
inference,1910,399.1
novel,1890,394.9
research,1884,393.7
separation,1881,393.1
introduction,1868,390.3
node,1860,388.7
complexity,1856,387.8
abstract,1840,384.5
vectors,1840,384.5
low,1837,383.9
icassp,1833,383.0
stage,1819,380.1
perform,1813,378.8
classifier,1806,377.4
computed,1800,376.1
including,1796,375.3
works,1786,373.2
end,1783,372.6
strategy,1783,372.6
joint,1778,371.5
state-of-the-art,1770,369.9
across,1768,369.4
uses,1768,369.4
nodes,1753,366.3
user,1751,365.9
denote,1746,364.8
spectral,1746,364.8
form,1739,363.4
dimension,1734,362.3
sets,1732,361.9
directly,1731,361.7
final,1722,359.8
classes,1722,359.8
fusion,1721,359.6
considered,1714,358.2
sparse,1710,357.3
power,1707,356.7
reference,1705,356.3
max,1703,355.9
selected,1699,355.0
latent,1698,354.8
testing,1698,354.8
similarity,1679,350.8
matrices,1678,350.6
existing,1676,350.2
possible,1675,350.0
visual,1673,349.6
hidden,1672,349.4
present,1671,349.2
functions,1664,347.7
addition,1659,346.7
within,1648,344.4
improvement,1646,343.9
significantly,1641,342.9
range,1629,340.4
components,1628,340.2
prior,1627,340.0
apply,1625,339.6
array,1616,337.7
fixed,1608,336.0
according,1604,335.2
computational,1597,333.7
lstm,1595,333.3
compare,1595,333.3
reconstruction,1595,333.3
update,1592,332.7
channels,1590,332.2
experiment,1586,331.4
provide,1573,328.7
overall,1566,327.2
conditions,1565,327.0
