heading,count
INTRODUCTION,251
RESULTS,73
ACKNOWLEDGEMENTS,71
CONCLUSIONS,68
DISCUSSION,60
METHOD,44
CONCLUSION,42
EXPERIMENTS,42
METHODS,23
EXPERIMENTS AND RESULTS,12
EXPERIMENTAL RESULTS,11
METHODOLOGY,10
CONCLUSIONS AND FUTURE WORK,10
RELATED WORK,9
EXPERIMENTAL SETUP,8
EVALUATION,7
DISCUSSION AND CONCLUSIONS,7
EXPERIMENT 1,6
EXPERIMENT 2,6
DATA,5
PROPOSED METHOD,5
RESULTS AND DISCUSSION,5
ACKNOWLEDGMENTS,4
FEATURE EXTRACTION,4
EXPERIMENTAL DESIGN,4
EXPERIMENT,4
SYSTEM DESCRIPTION,4
BACKGROUND,4
APPROACH,4
CONCLUSION AND FUTURE WORK,4
DISCUSSION AND FUTURE WORK,3
SYSTEM OVERVIEW,3
PERFORMANCE EVALUATION,3
PROPOSED APPROACH,3
EXPERIMENTAL EVALUATION,3
MATERIAL AND METHODS,3
MULTI-CENTROID DURATION GENERATION:,2
EXPERIMENTS AND DISCUSSION,2
DISCUSSION AND CONCLUSION,2
ACKNOWLEDGEMENT,2
SYSTEM ARCHITECTURE,2
GENERAL DISCUSSION,2
SUMMARY,2
DATA DESCRIPTION,2
DATABASE,2
FEATURES,2
DISCRIMINATIVE LANGUAGE MODELS,2
SUMMARY AND CONCLUSIONS,2
PREVIOUS WORK,2
DEEP NEURAL NETWORKS,2
ELECTROLARYNGEAL SPEECH ENHANCEMENT,2
FUTURE WORK,2
MATERIALS AND METHODS,2
EXPERIMENTAL SETUP AND RESULTS,2
MODEL ARCHITECTURE,2
DATASET,2
ACKNOWLEDGMENT,2
MATERIAL,2
ANALYSIS,2
SYSTEM,2
SPEECH ANALYSIS USING HARMONIC MODEL,2
CHALLENGE CORPORA,1
CHALLENGE FEATURES,1
CHALLENGE BASELINES,1
OBJECTIVE FUNCTIONS,1
APPLICATION,1
BASELINE BN FE NEURAL NETWORK,1
JOINT NEURAL NETWORK,1
OVERALL TRAINING RECIPE,1
ATTRIBUTE DETECTORS AND PHONE VERIFIER,1
PROSODIC MODELS FOR ASR,1
LATTICE RESCORING,1
EXTRACTING THE AUDIO GROUP PROFILE,1
MATCHING AND RECOMMENDATION,1
AGE AND GENDER AUDIO CLASSIFICATION,1
TIME DELAY ESTIMATION,1
NOISE PHASE PROJECTION,1
THE PHASE-MODIFIED APPROACH,1
SEMANTIC INTERPRETATION,1
THE SIRI EXPERIENCE,1
MOTIVATING BACKGROUND,1
MATERIALS,1
CONVENTIONAL STATE DURATION GENERATION,1
EXPERIMENT RESULT AND DISCUSSION,1
ANNOTATION,1
EXPERIMENTS ON AUTOMATIC,1
TEMPORAL COURSE MODELING,1
OVERLAP DETECTION SYSTEM,1
LONG SHORT-TERM MEMORY RECURRENT,1
BASELINE SYSTEM,1
PARALLEL ABSOLUTE-RELATIVE FEATURE,1
LDA AND LDLM,1
PROPOSED ILDLM,1
"UNSUPERVISED, DISCRIMINATIVE LM",1
FEATURES AND FEATURE EXTRACTION,1
CLASSIFIERS,1
SOFT R-FMLLR,1
PROPOSED HARD R-FMLLR,1
AUGMENTED CONDITIONAL RANDOM FIELDS,1
ACRF OPTIMIZATION,1
THE PROPOSED METHOD,1
OVERVIEW OF TVWR,1
PARAMETER CLUSTERING,1
HILL CLIMBING ATTACK BASED ON THE,1
SPEAKER VERIFICATION SYSTEM ATTACKED,1
SPEECH CORPUS AND PROCESSING,1
ILLUSTRATION OF INCREASING LOUDNESS AND,1
LINKING INCREASED LOUDNESS TO,1
CONCLUSIONS AND DISCUSSION,1
LINGUISTIC CUES FOR OVERLAP DETECTION,1
MULTI-SESSION MODEL,1
PITCH SYNCHRONOUS SPECTRAL ANALYSIS,1
PITCH DEPENDENT RECOGNITION,1
RECOGNITION EXPERIMENTS,1
"ANALYSIS OF ACOUSTIC-PROSODIC,",1
METHODOLOGY AND APPROACH,1
VARIABILITY IN ACOUSTIC ENVIRONMENTS:,1
DISCUSSION OF RESULTS,1
GENERALIZED VARIABLE PARAMETER HMMS,1
FEATURE SPACE GVP-HMMS,1
VARIANTS OF GVP-HMM SYSTEMS,1
ANALYSIS OF EYE AND VOICE PATTERNS,1
CLASSIFICATION TASK AND DISCUSSION,1
AUDIO MATERIAL,1
DEPRESSION CORPORA,1
EXPERIMENTAL APPROACH,1
RESULTS AND ANALYSIS,1
G2P METHODS,1
THE CROWDSOURCING PLATFORM,1
DATASET ANNOTATION AND ANALYSIS,1
MODELING AND FEATURE EXTRACTION,1
AUTOENCODER DETAILS,1
EXPERIMENTAL METHODS AND RESULTS,1
MRI NOISE,1
DENOISING ALGORITHM,1
ALIZE: AN OPEN SOURCE PLATFORM,1
HIGH LEVEL EXECUTABLES,1
RECURRENT NEURAL NETWORKS FOR LU,1
WHAT THE MODEL LEARNED,1
SPEECH RECOGNITION EXPERIMENTS,1
KEYWORD SEARCH EXPERIMENTS,1
RELEVANCE MODELING FOR SPEECH,1
RM WITH PROXIMITY INFORMATION,1
ENHANCEMENT SYSTEM,1
EXPERIMENTAL EVALUATIONS,1
SELECTED DATA,1
VIRTUAL HUMAN DISTRESS ASSESSMENT,1
INVESTIGATED FEATURES,1
STATISTICAL FEATURE EVALUATION,1
MODELS,1
HIERARCHICAL DIRICHLET PROCESSES,1
APPLICATION EXAMPLES,1
LOCALITY PRESERVING PROJECTIONS,1
AR-HMM PARAMETER ESTIMATION,1
SUCCESSIVE STATE SPLITTING OF AR-HMM,1
HASH GMM SYSTEM,1
GMM TREE-STRUCTURES,1
KEYWORD CATEGORIZATION AND MODELING,1
KEYWORD SPOTTING EXPERIMENTS,1
EVALUATION TASKS,1
SPEAKER ID SYSTEM,1
METHODS UNDER EVALUATION,1
EVALUATION RESULTS,1
DISCRIMINATIVE TRAINING OF SPARSE,1
THE GRAPHICAL LASSO ALGORITHM,1
BACKGROUND THEORY,1
SPEECH DATA,1
PROBABILISTIC GENERATIVE MODEL OF,1
USER ACTIVITY ESTIMATION SYSTEM,1
CONCLUSION AND FUTURE WORKS,1
SIGNAL MODEL,1
AUTOMATIC ADAPTIVE BI-BEAM SYSTEM,1
SIMULATION RESULTS,1
ERROR RATE ESTIMATOR,1
EPOCH EXTRACTION FROM SPEECH,1
EXTRACTION OF INSTANTS OF SIGNIFICANT,1
EXPERIMENTAL STUDIES AND DISCUSSION,1
OUR APPROACH,1
ANALYSIS ON THE IMPACT OF TRANSCRIPTION,1
TRANSCRIPTION INFERENCE AND DATA,1
IMPORTANCE DATA SAMPLING,1
DATA: THE CLIPS CORPUS,1
PHONOLOGICAL TO PHONETIC ALIGNER,1
DATA COLLECTION SCHEME,1
BOTTLENECK FEATURES,1
STD BY METRIC SUBSPACE INDEXING,1
BRIEF INTRODUCTION OF HEQ,1
SUBCLASS ADABOOST,1
RESCORING USING ADABOOST CLASSIFIERS,1
PARAPHRASTIC LANGUAGE MODELS,1
PARAPHRASE LEARNING AND GENERATION,1
EXPERIMENTAL METHODS,1
CORPUS ANALYSES,1
AUTOMATIC DISFLUENCY DETECTION,1
RELEVANT WORK IN MULTISTREAM ASR,1
SUBBAND ASR AND FUSION,1
ADAPTIVE SELECTION AND INTEGRATION OF,1
PHONE RECOGNITION EXPERIMENT,1
ALIGNMENT WITH BROADLY-TRAINED MODELS,1
UNIVERSAL HMMS FOR ALIGNMENT,1
