word,count,per_million
speech,20266,7881.5
data,9635,3747.1
features,8412,3271.4
training,7069,2749.1
speaker,7053,2742.9
system,6785,2638.7
set,5536,2153.0
recognition,5405,2102.0
acoustic,5228,2033.2
language,4859,1889.7
performance,4777,1857.8
feature,4769,1854.7
figure,4769,1854.7
models,4692,1824.7
word,4578,1780.4
different,4571,1777.7
noise,4287,1667.2
words,4192,1630.3
number,3980,1547.8
speakers,3851,1497.7
time,3790,1473.9
test,3707,1441.7
information,3538,1375.9
signal,3351,1303.2
systems,3322,1291.9
analysis,3258,1267.0
voice,3093,1202.9
page,2964,1152.7
frequency,2893,1125.1
work,2877,1118.9
parameters,2766,1075.7
rate,2720,1057.8
duration,2720,1057.8
corpus,2703,1051.2
target,2671,1038.8
error,2609,1014.6
task,2594,1008.8
vowel,2590,1007.3
however,2583,1004.5
study,2538,987.0
spectral,2505,974.2
experiments,2505,974.2
university,2494,969.9
algorithm,2446,951.3
abstract,2430,945.0
order,2416,939.6
mean,2400,933.4
function,2398,932.6
trained,2353,915.1
obtained,2327,905.0
detection,2301,894.9
methods,2280,886.7
evaluation,2278,885.9
search,2224,864.9
pitch,2223,864.5
while,2206,857.9
asr,2155,838.1
terms,2108,819.8
values,2081,809.3
level,2025,787.5
vowels,2004,779.4
utterances,1992,774.7
well,1972,766.9
baseline,1946,756.8
new,1917,745.5
conditions,1897,737.7
high,1883,732.3
compared,1881,731.5
context,1869,726.9
audio,1856,721.8
best,1850,719.5
source,1804,701.6
accuracy,1798,699.2
vector,1797,698.9
adaptation,1782,693.0
english,1769,688.0
found,1763,685.6
cation,1750,680.6
automatic,1746,679.0
input,1745,678.6
average,1743,677.9
quality,1738,675.9
effect,1730,672.8
modeling,1723,670.1
vocal,1661,646.0
sentences,1661,646.0
research,1658,644.8
score,1651,642.1
standard,1647,640.5
case,1642,638.6
better,1628,633.1
learning,1627,632.7
session,1621,630.4
utterance,1618,629.2
manuscript,1617,628.9
frame,1615,628.1
since,1606,624.6
similar,1604,623.8
following,1587,617.2
state,1582,615.2
presented,1569,610.2
linear,1552,603.6
condition,1551,603.2
previous,1550,602.8
processing,1547,601.6
significant,1546,601.2
scores,1545,600.9
development,1542,599.7
interspeech,1540,598.9
distribution,1526,593.5
index,1521,591.5
large,1500,583.4
spoken,1494,581.0
further,1492,580.2
estimation,1479,575.2
present,1474,573.2
observed,1469,571.3
listeners,1468,570.9
france,1466,570.1
process,1465,569.7
prosodic,1463,569.0
matrix,1462,568.6
gaussian,1452,564.7
applied,1448,563.1
example,1447,562.7
languages,1447,562.7
thus,1444,561.6
estimated,1440,560.0
syllable,1432,556.9
experiment,1424,553.8
probability,1421,552.6
due,1407,547.2
higher,1403,545.6
output,1400,544.5
phone,1397,543.3
sequence,1396,542.9
space,1387,539.4
sentence,1382,537.5
classification,1378,535.9
phonetic,1374,534.4
signals,1367,531.6
frames,1350,525.0
corresponding,1331,517.6
difference,1328,516.5
described,1318,512.6
low,1300,505.6
accent,1294,503.2
experimental,1293,502.9
gmm,1292,502.5
performed,1284,499.4
production,1276,496.2
wer,1274,495.5
articulatory,1260,490.0
components,1260,490.0
approaches,1259,489.6
group,1258,489.2
length,1258,489.2
hidden,1257,488.8
several,1255,488.1
usa,1253,487.3
network,1250,486.1
value,1248,485.3
result,1242,483.0
possible,1240,482.2
synthesis,1235,480.3
perception,1229,478.0
neural,1229,478.0
relative,1227,477.2
spectrum,1223,475.6
problem,1223,475.6
see,1221,474.8
segments,1220,474.5
because,1208,469.8
parameter,1203,467.8
children,1201,467.1
across,1191,463.2
measure,1191,463.2
many,1189,462.4
comparison,1187,461.6
without,1185,460.8
domain,1179,458.5
tasks,1177,457.7
differences,1167,453.8
participants,1166,453.5
clean,1164,452.7
class,1161,451.5
single,1160,451.1
total,1160,451.1
noisy,1159,450.7
types,1153,448.4
authors,1153,448.4
therefore,1149,446.8
various,1145,445.3
segment,1145,445.3
lower,1144,444.9
out,1142,444.1
within,1141,443.7
user,1134,441.0
sets,1131,439.8
french,1129,439.1
techniques,1128,438.7
range,1128,438.7
tone,1126,437.9
classi,1124,437.1
available,1120,435.6
energy,1120,435.6
database,1116,434.0
intelligibility,1115,433.6
selected,1112,432.5
view,1111,432.1
part,1111,432.1
multiple,1106,430.1
studies,1105,429.7
extracted,1101,428.2
mfcc,1087,422.7
vectors,1083,421.2
text,1074,417.7
layer,1074,417.7
combination,1072,416.9
temporal,1066,414.6
size,1061,412.6
estimate,1052,409.1
stimuli,1049,408.0
improve,1048,407.6
phoneme,1046,406.8
original,1045,406.4
factor,1044,406.0
framework,1042,405.2
robust,1039,404.1
mixture,1038,403.7
even,1037,403.3
less,1036,402.9
hmm,1036,402.9
distance,1034,402.1
improvement,1027,399.4
computed,1024,398.2
human,1023,397.8
august,1021,397.1
wed-p-,1014,394.3
train,1012,393.6
structure,1010,392.8
way,1004,390.5
patterns,1004,390.5
snr,1001,389.3
small,1001,389.3
final,1000,388.9
four,995,387.0
important,982,381.9
considered,980,381.1
pronunciation,979,380.7
position,977,380.0
tue-p-,976,379.6
conventional,975,379.2
including,974,378.8
according,972,378.0
lexical,968,376.5
natural,968,376.5
maximum,967,376.1
conversion,965,375.3
statistical,954,371.0
like,954,371.0
step,952,370.2
cues,950,369.5
log,949,369.1
type,948,368.7
technique,942,366.3
initial,942,366.3
errors,940,365.6
finally,939,365.2
perceptual,937,364.4
component,935,363.6
short,934,363.2
filter,928,360.9
correlation,924,359.3
segmentation,920,357.8
phase,918,357.0
prediction,918,357.0
japanese,912,354.7
emotion,906,352.3
selection,905,352.0
regression,905,352.0
recorded,902,350.8
reduction,902,350.8
samples,900,350.0
calculated,900,350.0
focus,899,349.6
tongue,897,348.8
wed-o-,894,347.7
significantly,884,343.8
provide,883,343.4
form,882,343.0
interaction,881,342.6
generated,876,340.7
although,875,340.3
objective,875,340.3
reference,871,338.7
follows,870,338.3
long,868,337.6
representation,868,337.6
hub,866,336.8
introduction,865,336.4
male,864,336.0
decision,861,334.8
extraction,858,333.7
glottal,858,333.7
addition,856,332.9
showed,853,331.7
contrast,851,331.0
posterior,850,330.6
enhancement,849,330.2
syllables,846,329.0
isca,844,328.2
channel,843,327.8
point,839,326.3
defined,839,326.3
units,837,325.5
related,836,325.1
window,834,324.3
recordings,833,324.0
phrase,833,324.0
auditory,832,323.6
reported,832,323.6
much,831,323.2
discriminative,831,323.2
likelihood,831,323.2
native,827,321.6
formant,825,320.8
coefficients,825,320.8
variability,817,317.7
current,817,317.7
measures,815,317.0
states,812,315.8
note,812,315.8
response,812,315.8
female,811,315.4
cards,808,314.2
copyright,807,313.8
propose,806,313.5
whether,805,313.1
produced,805,313.1
voiced,804,312.7
lyon,799,310.7
overall,799,310.7
subjects,799,310.7
main,797,310.0
evaluated,797,310.0
tract,795,309.2
decoding,794,308.8
oral,794,308.8
effects,794,308.8
toc,794,308.8
sound,792,308.0
speaking,791,307.6
knowledge,791,307.6
algorithms,788,306.5
unsupervised,787,306.1
often,785,305.3
vocabulary,784,304.9
achieved,783,304.5
random,783,304.5
i-vector,778,302.6
hypothesis,777,302.2
control,776,301.8
ratio,774,301.0
additional,767,298.3
either,766,297.9
translation,766,297.9
means,765,297.5
simple,764,297.1
individual,762,296.3
end,759,295.2
tue-o-,758,294.8
another,757,294.4
weights,757,294.4
alignment,752,292.5
general,749,291.3
power,749,291.3
groups,749,291.3
particular,748,290.9
amount,747,290.5
pairs,744,289.3
provided,743,289.0
associated,740,287.8
contours,740,287.8
sounds,738,287.0
resulting,737,286.6
clustering,737,286.6
transcription,735,285.8
cepstral,734,285.5
german,729,283.5
prior,729,283.5
networks,728,283.1
applications,727,282.7
factors,726,282.3
rates,724,281.6
contour,723,281.2
background,723,281.2
next,722,280.8
correct,722,280.8
stress,722,280.8
nist,722,280.8
threshold,722,280.8
signi,721,280.4
levels,717,278.8
known,716,278.5
normal,715,278.1
dnn,715,278.1
classes,714,277.7
intensity,712,276.9
term,711,276.5
rst,711,276.5
characteristics,711,276.5
points,707,275.0
perform,706,274.6
labels,706,274.6
thu-p-,705,274.2
corpora,702,273.0
weight,700,272.2
amplitude,700,272.2
procedure,696,270.7
uses,689,268.0
mlp,689,268.0
future,687,267.2
activity,686,266.8
expected,684,266.0
increase,681,264.8
pattern,681,264.8
application,680,264.5
fusion,679,264.1
dataset,679,264.1
technology,676,262.9
able,676,262.9
linguistic,671,261.0
normalization,671,261.0
conducted,670,260.6
improved,670,260.6
boundary,670,260.6
recording,667,259.4
variance,666,259.0
investigate,663,257.8
optimal,663,257.8
statistics,660,256.7
dynamic,658,255.9
rather,655,254.7
real,654,254.3
excitation,654,254.3
normalized,654,254.3
mon-p-,653,254.0
good,651,253.2
line,650,252.8
independent,649,252.4
developed,647,251.6
derived,647,251.6
similarity,645,250.8
cases,641,249.3
thu-o-,641,249.3
obtain,640,248.9
consonants,639,248.5
frequencies,638,248.1
functions,636,247.3
boundaries,635,247.0
made,635,247.0
dialogue,632,245.8
represent,627,243.8
provides,627,243.8
deep,626,243.5
seen,624,242.7
presents,624,242.7
joint,623,242.3
testing,622,241.9
poster,616,239.6
fact,611,237.6
singing,609,236.8
still,607,236.1
mapping,607,236.1
times,607,236.1
change,605,235.3
make,604,234.9
complex,603,234.5
specific,597,232.2
japan,597,232.2
visual,596,231.8
list,596,231.8
machine,596,231.8
sre,596,231.8
automatically,595,231.4
confidence,594,231.0
contains,592,230.2
reduced,592,230.2
eer,591,229.8
weighted,589,229.1
represents,588,228.7
age,588,228.7
probabilities,585,227.5
longer,584,227.1
hence,584,227.1
changes,583,226.7
improvements,581,226.0
overlap,579,225.2
scale,579,225.2
