word,count,per_million
speech,25444,8330.2
models,13201,4321.9
data,12141,3974.9
training,11663,3818.4
performance,10106,3308.6
audio,9649,3159.0
speaker,9273,3035.9
features,7478,2448.3
dataset,7170,2347.4
asr,6350,2079.0
set,6022,1971.6
different,6016,1969.6
figure,5981,1958.1
information,5621,1840.3
language,5579,1826.5
encoder,5377,1760.4
loss,5294,1733.2
learning,5081,1663.5
test,4901,1604.6
while,4833,1582.3
layer,4810,1574.8
text,4670,1528.9
input,4588,1502.1
trained,4496,1472.0
methods,4447,1455.9
speakers,4291,1404.8
acoustic,4255,1393.1
feature,4208,1377.7
task,4167,1364.3
system,3920,1283.4
recognition,3808,1246.7
datasets,3796,1242.8
evaluation,3784,1238.9
number,3681,1205.1
however,3675,1203.2
work,3656,1197.0
target,3600,1178.6
tasks,3597,1177.6
rate,3503,1146.9
across,3482,1140.0
experiments,3376,1105.3
samples,3341,1093.8
systems,3317,1086.0
time,3273,1071.6
layers,3263,1068.3
output,3227,1056.5
compared,3203,1048.6
voice,3143,1029.0
size,3119,1021.1
noise,3113,1019.2
study,3088,1011.0
network,3076,1007.1
parameters,3069,1004.8
baseline,2952,966.5
languages,2923,957.0
accuracy,2896,948.1
embeddings,2893,947.2
quality,2790,913.4
classification,2750,900.3
embedding,2736,895.8
representations,2728,893.1
word,2707,886.3
attention,2698,883.3
score,2677,876.4
process,2614,855.8
wer,2549,834.5
signal,2538,830.9
tts,2535,829.9
better,2499,818.2
architecture,2483,812.9
scores,2457,804.4
analysis,2444,800.2
large,2444,800.2
pre-trained,2443,799.8
detection,2424,793.6
transformer,2410,789.0
neural,2385,780.8
without,2379,778.9
further,2371,776.3
english,2371,776.3
utterances,2345,767.7
research,2338,765.4
significant,2327,761.8
vec,2303,754.0
module,2296,751.7
various,2294,751.0
terms,2288,749.1
mean,2283,747.4
words,2272,743.8
decoder,2265,741.5
error,2265,741.5
whisper,2258,739.3
representation,2217,725.8
wav,2206,722.2
fine-tuning,2187,716.0
original,2173,711.4
function,2152,704.6
within,2149,703.6
duration,2142,701.3
corpus,2133,698.3
average,2129,697.0
similar,2109,690.5
best,2105,689.2
due,2077,680.0
domain,2065,676.1
train,2042,668.5
distribution,1965,643.3
context,1957,640.7
tokens,1952,639.1
following,1946,637.1
metrics,1945,636.8
sequence,1926,630.6
emotion,1917,627.6
inference,1849,605.4
similarity,1838,601.8
values,1835,600.8
hours,1805,590.9
linear,1802,590.0
generated,1790,586.0
processing,1789,585.7
previous,1789,585.7
significantly,1773,580.5
prediction,1770,579.5
framework,1758,575.6
experimental,1752,573.6
comparison,1738,569.0
propose,1734,567.7
source,1721,563.4
well,1718,562.5
labels,1715,561.5
https,1713,560.8
higher,1707,558.9
new,1700,556.6
utterance,1690,553.3
multiple,1686,552.0
corresponding,1660,543.5
including,1646,538.9
participants,1611,527.4
studies,1602,524.5
available,1602,524.5
obtained,1593,521.5
high,1589,520.2
sets,1568,513.4
ssl,1568,513.4
single,1567,513.0
approaches,1566,512.7
signals,1565,512.4
lower,1546,506.2
length,1543,505.2
pitch,1506,493.1
total,1478,483.9
overall,1462,478.7
therefore,1461,478.3
objective,1460,478.0
frequency,1453,475.7
automatic,1450,474.7
