word,count,per_million
speech,18737,8976.3
recognition,7213,3455.5
system,7039,3372.2
data,6870,3291.2
speaker,6498,3113.0
features,5611,2688.1
training,5425,2599.0
feature,4775,2287.6
set,4628,2217.1
word,4386,2101.2
models,4364,2090.7
performance,4265,2043.2
noise,4263,2042.3
language,4260,2040.8
acoustic,3919,1877.5
figure,3688,1766.8
words,3413,1635.1
number,3397,1627.4
different,3310,1585.7
information,3303,1582.4
speakers,3157,1512.4
test,3149,1508.6
time,3039,1455.9
page,2835,1358.2
signal,2777,1330.4
analysis,2600,1245.6
systems,2572,1232.2
algorithm,2552,1222.6
frequency,2529,1211.6
experiments,2446,1171.8
corpus,2424,1161.3
wedse,2403,1151.2
error,2379,1139.7
abstract,2330,1116.2
parameters,2316,1109.5
thuse,2255,1080.3
phone,2249,1077.4
rate,2244,1075.0
university,2146,1028.1
vector,2133,1021.9
search,2105,1008.4
pitch,2088,1000.3
utterances,2074,993.6
accuracy,2056,985.0
evaluation,2026,970.6
however,2026,970.6
obtained,1984,950.5
function,1977,947.1
state,1959,938.5
frame,1959,938.5
target,1930,924.6
adaptation,1917,918.4
order,1906,913.1
mean,1886,903.5
automatic,1870,895.9
asr,1865,893.5
task,1850,886.3
work,1832,877.7
english,1832,877.7
new,1819,871.4
utterance,1809,866.6
detection,1795,859.9
voice,1791,858.0
cation,1788,856.6
study,1736,831.7
methods,1716,822.1
duration,1699,813.9
spectral,1697,813.0
trained,1685,807.2
input,1672,801.0
gaussian,1668,799.1
level,1666,798.1
estimation,1655,792.9
database,1653,791.9
while,1639,785.2
frise,1622,777.1
hmm,1621,776.6
terms,1575,754.5
manuscript,1551,743.0
conditions,1539,737.3
audio,1530,733.0
baseline,1502,719.6
average,1485,711.4
quality,1473,705.7
better,1455,697.0
research,1454,696.6
tuese,1452,695.6
gmm,1451,695.1
well,1449,694.2
spoken,1448,693.7
probability,1421,680.8
case,1420,680.3
best,1415,677.9
vowel,1413,676.9
since,1395,668.3
distribution,1393,667.3
space,1385,663.5
example,1377,659.7
compared,1368,655.4
phonetic,1361,652.0
process,1354,648.7
classi,1348,645.8
standard,1343,643.4
sequence,1336,640.0
values,1336,640.0
source,1325,634.8
linear,1318,631.4
likelihood,1311,628.1
syllable,1304,624.7
index,1300,622.8
interspeech,1292,619.0
frames,1291,618.5
following,1286,616.1
class,1285,615.6
high,1284,615.1
pronunciation,1283,614.6
estimated,1281,613.7
segments,1271,608.9
scores,1269,607.9
value,1259,603.1
score,1256,601.7
matrix,1255,601.2
processing,1251,599.3
large,1248,597.9
context,1243,595.5
sentences,1234,591.2
text,1227,587.8
problem,1224,586.4
presented,1223,585.9
possible,1214,581.6
described,1211,580.2
log,1208,578.7
phoneme,1200,574.9
vectors,1186,568.2
synthesis,1174,562.4
because,1171,561.0
single,1169,560.0
modeling,1168,559.6
signals,1167,559.1
experimental,1164,557.6
user,1159,555.2
full,1158,554.8
similar,1149,550.5
prosodic,1149,550.5
domain,1149,550.5
found,1148,550.0
clean,1144,548.1
present,1135,543.7
performed,1122,537.5
experiment,1116,534.6
output,1114,533.7
result,1111,532.2
thus,1111,532.2
therefore,1106,529.9
due,1102,527.9
applied,1095,524.6
distance,1091,522.7
corresponding,1086,520.3
combination,1080,517.4
view,1075,515.0
maximum,1075,515.0
mixture,1065,510.2
sentence,1064,509.7
selection,1061,508.3
previous,1038,497.3
noisy,1030,493.4
technique,1022,489.6
spectrum,1013,485.3
errors,1013,485.3
without,1007,482.4
out,1006,481.9
robust,1005,481.5
components,1000,479.1
snr,1000,479.1
vowels,996,477.2
australia,995,476.7
mfcc,995,476.7
several,992,475.2
human,990,474.3
sets,985,471.9
energy,984,471.4
measure,980,469.5
total,979,469.0
parameter,978,468.5
higher,974,466.6
techniques,972,465.7
authors,969,464.2
improvement,964,461.8
many,960,459.9
within,958,458.9
development,956,458.0
emotion,952,456.1
classification,952,456.1
further,943,451.8
condition,941,450.8
low,939,449.8
original,932,446.5
length,932,446.5
segment,927,444.1
types,922,441.7
difference,921,441.2
part,920,440.7
tone,916,438.8
perception,914,437.9
decision,914,437.9
september,913,437.4
structure,908,435.0
type,902,432.1
segmentation,899,430.7
translation,898,430.2
classes,896,429.2
framework,893,427.8
relative,893,427.8
size,889,425.9
approaches,888,425.4
small,886,424.5
important,883,423.0
improve,883,423.0
