word,count,per_million
speech,28461,8070.4
data,15436,4377.0
training,14567,4130.6
speaker,12045,3415.5
models,12036,3412.9
performance,10414,2953.0
asr,8683,2462.1
set,8305,2355.0
features,8077,2290.3
different,7840,2223.1
audio,7722,2189.6
loss,7278,2063.7
learning,7146,2026.3
system,7092,2011.0
dataset,6548,1856.7
information,6547,1856.5
input,6298,1785.9
figure,6285,1782.2
network,6182,1753.0
encoder,6075,1722.6
test,5882,1667.9
trained,5618,1593.0
feature,5445,1544.0
language,5397,1530.4
layer,5377,1524.7
speakers,5210,1477.3
acoustic,5167,1465.1
recognition,4998,1417.2
task,4998,1417.2
work,4936,1399.6
methods,4781,1355.7
number,4752,1347.5
target,4695,1331.3
systems,4691,1330.2
baseline,4557,1292.2
time,4553,1291.0
while,4549,1289.9
output,4353,1234.3
embedding,4326,1226.7
experiments,4189,1187.8
text,4152,1177.3
attention,4148,1176.2
however,4107,1164.6
noise,3979,1128.3
neural,3954,1121.2
size,3821,1083.5
utterances,3796,1076.4
rate,3756,1065.0
evaluation,3698,1048.6
layers,3621,1026.8
better,3611,1023.9
voice,3568,1011.7
signal,3441,975.7
compared,3403,965.0
quality,3385,959.8
parameters,3367,954.7
samples,3297,934.9
tasks,3259,924.1
word,3240,918.7
architecture,3183,902.6
embeddings,3179,901.4
representation,3174,900.0
accuracy,3063,868.5
representations,3053,865.7
function,3048,864.3
corpus,3048,864.3
wer,3012,854.1
score,3008,852.9
utterance,2950,836.5
datasets,2926,829.7
tts,2925,829.4
classification,2923,828.8
train,2911,825.4
study,2873,814.7
without,2871,814.1
further,2865,812.4
decoder,2860,811.0
transformer,2796,792.8
propose,2761,782.9
terms,2721,771.6
best,2681,760.2
sequence,2670,757.1
source,2653,752.3
error,2650,751.4
words,2641,748.9
improve,2608,739.5
prediction,2605,738.7
domain,2583,732.4
similar,2581,731.9
scores,2569,728.5
detection,2544,721.4
context,2526,716.3
module,2486,704.9
frequency,2458,697.0
mean,2392,678.3
well,2341,663.8
large,2339,663.2
languages,2335,662.1
since,2282,647.1
analysis,2261,641.1
research,2237,634.3
obtained,2233,633.2
previous,2212,627.2
deep,2209,626.4
emotion,2209,626.4
english,2209,626.4
new,2202,624.4
average,2177,617.3
distribution,2156,611.4
following,2142,607.4
length,2108,597.7
signals,2096,594.3
framework,2093,593.5
approaches,2077,589.0
pitch,2069,586.7
applied,2064,585.3
experimental,2057,583.3
pre-trained,2054,582.4
wav,2051,581.6
processing,2042,579.0
augmentation,1964,556.9
corresponding,1961,556.1
block,1950,552.9
automatic,1945,551.5
single,1934,548.4
original,1925,545.9
duration,1922,545.0
due,1922,545.0
linear,1913,542.4
vec,1906,540.5
multiple,1906,540.5
high,1901,539.0
human,1894,537.1
process,1871,530.5
thus,1862,528.0
inference,1854,525.7
phoneme,1848,524.0
networks,1844,522.9
fusion,1842,522.3
consists,1826,517.8
vector,1820,516.1
labels,1813,514.1
reference,1807,512.4
challenge,1797,509.6
various,1779,504.5
sets,1776,503.6
because,1773,502.8
across,1773,502.8
improvement,1757,498.2
level,1749,495.9
available,1744,494.5
noisy,1732,491.1
sound,1732,491.1
significant,1731,490.8
end-to-end,1729,490.3
mos,1728,490.0
problem,1727,489.7
therefore,1725,489.1
extracted,1717,486.9
generated,1714,486.0
hours,1711,485.2
comparison,1698,481.5
space,1692,479.8
example,1691,479.5
frame,1690,479.2
objective,1689,478.9
knowledge,1689,478.9
higher,1684,477.5
several,1677,475.5
label,1677,475.5
clean,1675,475.0
values,1671,473.8
similarity,1662,471.3
order,1661,471.0
addition,1635,463.6
evaluate,1632,462.8
result,1619,459.1
studies,1606,455.4
including,1602,454.3
frames,1593,451.7
significantly,1590,450.9
index,1588,450.3
found,1578,447.5
sample,1576,446.9
synthesis,1568,444.6
generate,1560,442.4
step,1560,442.4
experiment,1557,441.5
style,1543,437.5
convolutional,1535,435.3
total,1534,435.0
stage,1529,433.6
joint,1529,433.6
present,1524,432.1
relative,1520,431.0
metrics,1511,428.5
modeling,1510,428.2
enhancement,1508,427.6
additional,1503,426.2
weights,1489,422.2
uses,1488,421.9
contains,1487,421.7
even,1481,420.0
fine-tuning,1480,419.7
see,1480,419.7
perform,1472,417.4
ctc,1468,416.3
dimension,1468,416.3
log,1464,415.1
finally,1461,414.3
many,1456,412.9
obtain,1455,412.6
learn,1454,412.3
algorithm,1442,408.9
final,1437,407.5
value,1427,404.6
small,1423,403.5
conformer,1422,403.2
effect,1420,402.7
convolution,1419,402.4
lower,1418,402.1
part,1414,401.0
case,1406,398.7
standard,1401,397.3
university,1388,393.6
hidden,1384,392.4
overall,1371,388.8
structure,1369,388.2
segments,1369,388.2
follows,1368,387.9
conditions,1368,387.9
directly,1365,387.1
